internal_project_id,reporting_date,planned_progress_pct,physical_progress_pct,progress_gap_pct,planned_expenditure_cr,period_expenditure_cr,cumulative_expenditure_cr,milestones_planned,milestones_completed,delay_days
PAI-01026,2024-08-01,19.6,9.78,9.82,1.66,0.21,1.87,7,1,21
PAI-01026,2024-09-01,31.69,19.52,12.17,2.69,0.33,2.2,7,2,41
PAI-01026,2024-10-01,36.21,26.04,10.17,3.07,0.25,2.45,7,2,34
PAI-01026,2024-11-01,42.94,30.9,12.04,3.64,0.26,2.71,7,1,33
PAI-01026,2024-12-01,44.42,29.25,15.17,3.77,1.13,3.84,7,2,70
PAI-01026,2025-01-01,47.02,34.77,12.25,3.99,0.33,4.17,7,2,43
PAI-01026,2025-02-01,47.52,37.2,10.32,4.03,0.31,4.48,7,3,8
PAI-01026,2025-03-01,61.66,49.27,12.39,5.23,0.56,5.04,7,2,64
PAI-01026,2025-04-01,70.18,58.59,11.59,5.95,0.43,5.47,7,4,44
PAI-01026,2025-05-01,66.93,54.87,12.06,5.68,0.34,5.81,7,4,41
PAI-01026,2025-06-01,63.58,51.88,11.7,5.39,0.45,6.26,7,4,32
PAI-01026,2025-07-01,78.47,68.35,10.12,6.65,0.35,6.61,7,3,31
PAI-01026,2025-08-01,71.8,59.13,12.68,6.09,0.37,6.98,7,4,78
PAI-01026,2025-09-01,91.74,76.81,14.93,7.78,0.49,7.47,7,6,29
PAI-01026,2025-10-01,83.71,69.97,13.74,7.1,0.32,7.79,7,6,61
PAI-01026,2025-11-01,82.06,68.89,13.17,6.96,0.32,8.11,7,7,29
PAI-01026,2025-12-01,96.67,79.36,17.31,8.2,0.35,8.46,7,6,45
PAI-01026,2026-01-01,100.0,83.6,16.4,8.48,0.59,9.05,7,5,46
PAI-01026,2026-02-01,100.0,85.53,14.47,8.48,0.56,9.61,7,6,0
PAI-01026,2026-03-01,100.0,83.47,16.53,8.48,0.28,9.89,7,7,72
PAI-01027,2024-04-01,4.2,1.36,2.84,8.72,6.74,6.74,8,0,0
PAI-01027,2024-05-01,9.33,8.11,1.23,19.36,5.24,11.98,8,1,10
PAI-01027,2024-06-01,15.39,12.37,3.02,31.93,9.49,21.47,8,2,18
PAI-01027,2024-07-01,16.21,14.79,1.42,33.62,10.55,32.02,8,1,13
PAI-01027,2024-08-01,21.61,19.86,1.75,44.82,15.11,47.13,8,0,3
PAI-01027,2024-09-01,25.88,22.29,3.6,53.69,5.6,52.73,8,2,30
PAI-01027,2024-10-01,27.99,26.01,1.99,58.06,6.06,58.79,8,0,6
PAI-01027,2024-11-01,30.76,29.51,1.25,63.8,7.16,65.95,8,1,11
PAI-01027,2024-12-01,37.81,37.81,0.0,78.42,7.25,73.2,8,2,3
PAI-01027,2025-01-01,42.71,42.71,0.0,88.59,11.49,84.69,8,2,4
PAI-01027,2025-02-01,53.69,53.69,0.0,111.36,6.63,91.32,8,4,6
PAI-01027,2025-03-01,64.33,64.33,0.0,133.44,7.01,98.33,8,3,5
PAI-01027,2025-04-01,51.36,50.12,1.24,106.54,10.08,108.41,8,4,21
PAI-01027,2025-05-01,69.12,65.52,3.59,143.36,12.43,120.84,8,4,46
PAI-01027,2025-06-01,70.99,67.61,3.38,147.24,11.24,132.08,8,4,28
PAI-01027,2025-07-01,61.03,60.22,0.81,126.58,4.8,136.88,8,5,6
PAI-01027,2025-08-01,66.38,66.38,0.0,137.69,8.19,145.07,8,5,0
PAI-01027,2025-09-01,91.18,91.18,0.0,189.14,20.48,165.55,8,6,28
PAI-01027,2025-10-01,100.0,98.03,1.97,207.42,5.75,171.3,8,7,22
PAI-01027,2025-11-01,98.12,97.57,0.55,203.52,7.72,179.02,8,6,0
PAI-01027,2025-12-01,100.0,100.0,0.0,207.42,6.94,185.96,8,8,1
PAI-01027,2026-01-01,100.0,99.66,0.34,207.42,11.56,197.52,8,7,6
PAI-01027,2026-02-01,100.0,100.0,0.0,207.42,9.4,206.92,8,6,0
PAI-01027,2026-03-01,100.0,99.77,0.23,207.42,8.12,215.04,8,7,0
PAI-01028,2024-04-01,4.34,0.0,4.34,2.31,1.58,1.58,5,0,53
PAI-01028,2024-05-01,7.85,0.0,7.85,4.19,1.91,3.49,5,1,89
PAI-01028,2024-06-01,12.79,0.0,12.79,6.82,1.58,5.07,5,1,62
PAI-01028,2024-07-01,18.84,0.0,18.84,10.05,0.89,5.96,5,1,97
PAI-01028,2024-08-01,23.94,0.0,23.94,12.77,1.94,7.9,5,1,103
PAI-01028,2024-09-01,28.96,0.0,28.96,15.45,1.18,9.08,5,1,93
PAI-01028,2024-10-01,29.52,0.0,29.52,15.75,1.4,10.48,5,2,90
PAI-01028,2024-11-01,34.67,4.07,30.6,18.5,1.28,11.76,5,2,79
PAI-01028,2024-12-01,44.84,8.0,36.84,23.92,1.25,13.01,5,1,140
PAI-01028,2025-01-01,47.74,13.62,34.12,25.47,1.2,14.21,5,2,92
PAI-01028,2025-02-01,50.75,15.76,34.99,27.08,0.93,15.14,5,3,99
PAI-01028,2025-03-01,60.92,27.79,33.13,32.5,1.78,16.92,5,3,113
PAI-01028,2025-04-01,69.31,30.44,38.87,36.98,1.4,18.32,5,1,149
PAI-01028,2025-05-01,73.4,35.3,38.1,39.16,2.01,20.33,5,2,104
PAI-01028,2025-06-01,59.98,20.17,39.81,32.0,1.07,21.4,5,3,174
PAI-01028,2025-07-01,78.6,40.07,38.54,41.94,0.83,22.23,5,2,143
PAI-01028,2025-08-01,76.0,39.83,36.17,40.54,1.08,23.31,5,4,89
PAI-01028,2025-09-01,76.98,35.84,41.15,41.07,1.81,25.12,5,3,130
PAI-01028,2025-10-01,86.77,45.59,41.18,46.29,3.5,28.62,5,5,93
PAI-01028,2025-11-01,79.98,43.7,36.28,42.67,1.8,30.42,5,3,137
PAI-01028,2025-12-01,100.0,58.82,41.18,53.35,1.35,31.77,5,4,171
PAI-01028,2026-01-01,100.0,55.97,44.03,53.35,1.29,33.06,5,4,156
PAI-01028,2026-02-01,100.0,53.68,46.32,53.35,1.9,34.96,5,3,133
PAI-01028,2026-03-01,100.0,54.1,45.9,53.35,1.21,36.17,5,5,140
PAI-01029,2024-04-01,3.97,0.0,3.97,2.13,1.45,1.45,5,0,52
PAI-01029,2024-05-01,9.03,0.0,9.03,4.84,2.22,3.67,5,1,64
PAI-01029,2024-06-01,14.26,0.0,14.26,7.63,1.79,5.46,5,0,94
PAI-01029,2024-07-01,20.06,2.66,17.41,10.74,2.03,7.49,5,0,55
PAI-01029,2024-08-01,22.9,3.1,19.8,12.26,2.08,9.57,5,0,59
PAI-01029,2024-09-01,29.19,8.52,20.67,15.62,1.69,11.26,5,0,73
PAI-01029,2024-10-01,37.58,15.22,22.37,20.11,1.69,12.95,5,1,75
PAI-01029,2024-11-01,41.76,20.36,21.4,22.35,2.38,15.33,5,3,45
PAI-01029,2024-12-01,35.39,14.83,20.56,18.94,3.0,18.33,5,0,60
PAI-01029,2025-01-01,47.24,21.4,25.84,25.29,1.51,19.84,5,1,104
PAI-01029,2025-02-01,52.45,31.9,20.55,28.07,3.96,23.8,5,1,71
PAI-01029,2025-03-01,51.43,28.39,23.04,27.52,2.47,26.27,5,3,76
PAI-01029,2025-04-01,51.17,25.49,25.68,27.39,1.82,28.09,5,1,53
PAI-01029,2025-05-01,62.57,37.37,25.2,33.49,1.63,29.72,5,2,113
PAI-01029,2025-06-01,59.85,32.99,26.85,32.03,1.97,31.69,5,3,89
PAI-01029,2025-07-01,73.22,51.01,22.2,39.18,1.39,33.08,5,4,70
PAI-01029,2025-08-01,65.09,38.63,26.46,34.84,2.02,35.1,5,2,70
PAI-01029,2025-09-01,83.33,56.49,26.84,44.6,2.21,37.31,5,3,87
PAI-01029,2025-10-01,83.31,55.52,27.79,44.59,2.14,39.45,5,2,108
PAI-01029,2025-11-01,100.0,73.4,26.6,53.52,1.75,41.2,5,2,62
PAI-01029,2025-12-01,88.94,64.62,24.32,47.6,2.88,44.08,5,3,59
PAI-01029,2026-01-01,100.0,69.01,30.99,53.52,0.86,44.94,5,4,66
PAI-01029,2026-02-01,100.0,73.64,26.36,53.52,2.54,47.48,5,5,65
PAI-01029,2026-03-01,100.0,75.21,24.79,53.52,1.65,49.13,5,4,75
PAI-01030,2024-04-01,4.1,0.21,3.9,0.64,0.3,0.3,5,0,0
PAI-01030,2024-05-01,8.17,3.53,4.64,1.28,0.89,1.19,5,0,0
PAI-01030,2024-06-01,13.05,9.07,3.98,2.04,0.53,1.72,5,0,27
PAI-01030,2024-07-01,17.14,14.0,3.14,2.68,0.69,2.41,5,1,0
PAI-01030,2024-08-01,21.94,20.11,1.82,3.43,0.98,3.39,5,0,7
PAI-01030,2024-09-01,31.47,30.22,1.26,4.92,0.62,4.01,5,0,36
PAI-01030,2024-10-01,29.02,28.67,0.35,4.54,1.62,5.63,5,0,13
PAI-01030,2024-11-01,36.44,34.87,1.57,5.7,1.09,6.72,5,1,0
PAI-01030,2024-12-01,39.68,37.67,2.02,6.21,0.69,7.41,5,1,10
PAI-01030,2025-01-01,51.21,44.71,6.5,8.01,0.27,7.68,5,1,34
PAI-01030,2025-02-01,46.39,41.18,5.22,7.26,0.44,8.12,5,1,0
PAI-01030,2025-03-01,57.78,52.73,5.05,9.04,0.31,8.43,5,3,44
PAI-01030,2025-04-01,55.42,54.58,0.85,8.67,0.71,9.14,5,3,30
PAI-01030,2025-05-01,64.53,59.87,4.66,10.09,1.42,10.56,5,1,12
PAI-01030,2025-06-01,63.15,60.01,3.15,9.88,0.57,11.13,5,2,0
PAI-01030,2025-07-01,72.4,71.89,0.52,11.32,0.4,11.53,5,3,25
PAI-01030,2025-08-01,79.4,75.74,3.66,12.42,0.74,12.27,5,4,0
PAI-01030,2025-09-01,73.59,71.18,2.4,11.51,0.9,13.17,5,3,0
PAI-01030,2025-10-01,86.61,82.55,4.07,13.55,0.42,13.59,5,3,36
PAI-01030,2025-11-01,83.94,77.9,6.04,13.13,0.66,14.25,5,4,40
PAI-01030,2025-12-01,98.22,94.42,3.81,15.36,0.55,14.8,5,3,0
PAI-01030,2026-01-01,92.4,89.43,2.97,14.45,0.69,15.49,5,5,18
PAI-01030,2026-02-01,100.0,92.6,7.4,15.64,0.66,16.15,5,5,1
PAI-01030,2026-03-01,100.0,100.0,0.0,15.64,0.74,16.89,5,5,17
PAI-01031,2024-04-01,4.41,2.39,2.01,5.67,7.6,7.6,6,0,14
PAI-01031,2024-05-01,7.79,7.79,0.0,10.04,4.03,11.63,6,0,6
PAI-01031,2024-06-01,12.57,12.57,0.0,16.18,9.52,21.15,6,0,45
PAI-01031,2024-07-01,19.19,16.57,2.62,24.71,6.12,27.27,6,0,5
PAI-01031,2024-08-01,21.16,17.68,3.49,27.25,7.06,34.33,6,1,15
PAI-01031,2024-09-01,26.48,23.65,2.83,34.1,2.77,37.1,6,2,0
PAI-01031,2024-10-01,26.76,25.99,0.77,34.46,5.68,42.78,6,0,2
PAI-01031,2024-11-01,42.31,42.31,0.0,54.47,4.33,47.11,6,1,6
PAI-01031,2024-12-01,36.61,36.61,0.0,47.14,6.75,53.86,6,2,18
PAI-01031,2025-01-01,49.02,49.02,0.0,63.12,5.04,58.9,6,2,0
PAI-01031,2025-02-01,42.37,40.73,1.64,54.56,5.04,63.94,6,2,0
PAI-01031,2025-03-01,45.88,43.4,2.48,59.07,8.78,72.72,6,2,30
PAI-01031,2025-04-01,62.47,59.41,3.06,80.43,5.82,78.54,6,4,11
PAI-01031,2025-05-01,70.68,68.8,1.88,91.0,2.59,81.13,6,4,0
PAI-01031,2025-06-01,80.86,80.86,0.0,104.11,4.91,86.04,6,3,0
PAI-01031,2025-07-01,66.37,61.19,5.19,85.46,4.78,90.82,6,4,24
PAI-01031,2025-08-01,79.03,79.03,0.0,101.75,6.25,97.07,6,3,0
PAI-01031,2025-09-01,90.63,90.63,0.0,116.69,8.17,105.24,6,5,0
PAI-01031,2025-10-01,92.82,92.46,0.36,119.51,4.69,109.93,6,4,2
PAI-01031,2025-11-01,83.62,82.05,1.56,107.66,9.39,119.32,6,4,14
PAI-01031,2025-12-01,96.23,94.75,1.48,123.9,6.96,126.28,6,6,0
PAI-01031,2026-01-01,95.38,95.38,0.0,122.8,5.66,131.94,6,5,30
PAI-01031,2026-02-01,100.0,100.0,0.0,128.75,3.85,135.79,6,6,0
PAI-01031,2026-03-01,100.0,98.01,1.99,128.75,8.77,144.56,6,4,8
PAI-01032,2024-04-01,4.0,0.0,4.0,0.78,1.02,1.02,6,0,0
PAI-01032,2024-05-01,10.51,3.8,6.7,2.04,0.82,1.84,6,0,20
PAI-01032,2024-06-01,11.55,4.94,6.61,2.24,1.04,2.88,6,2,54
PAI-01032,2024-07-01,19.18,17.08,2.1,3.73,0.87,3.75,6,1,22
PAI-01032,2024-08-01,20.94,15.03,5.91,4.07,0.96,4.71,6,0,0
PAI-01032,2024-09-01,26.13,20.33,5.8,5.08,1.21,5.92,6,1,0
PAI-01032,2024-10-01,35.41,30.79,4.62,6.88,0.45,6.37,6,2,22
PAI-01032,2024-11-01,35.2,31.15,4.05,6.84,1.16,7.53,6,0,18
PAI-01032,2024-12-01,44.65,42.49,2.16,8.68,0.83,8.36,6,1,0
PAI-01032,2025-01-01,38.3,28.21,10.09,7.45,1.37,9.73,6,4,38
PAI-01032,2025-02-01,46.03,38.83,7.2,8.95,0.97,10.7,6,3,33
PAI-01032,2025-03-01,46.68,42.73,3.95,9.07,0.67,11.37,6,3,37
PAI-01032,2025-04-01,57.0,55.1,1.9,11.08,0.76,12.13,6,2,32
PAI-01032,2025-05-01,73.67,72.47,1.19,14.32,0.84,12.97,6,3,6
PAI-01032,2025-06-01,75.74,71.55,4.19,14.72,0.69,13.66,6,3,19
PAI-01032,2025-07-01,79.75,75.29,4.46,15.5,0.92,14.58,6,3,27
PAI-01032,2025-08-01,88.52,86.57,1.95,17.21,0.78,15.36,6,4,25
PAI-01032,2025-09-01,95.85,90.48,5.37,18.63,0.9,16.26,6,4,4
PAI-01032,2025-10-01,74.05,69.24,4.81,14.4,0.97,17.23,6,4,25
PAI-01032,2025-11-01,100.0,93.49,6.51,19.44,0.82,18.05,6,4,0
PAI-01032,2025-12-01,98.73,95.05,3.68,19.19,0.9,18.95,6,5,0
PAI-01032,2026-01-01,100.0,94.88,5.12,19.44,0.88,19.83,6,5,0
PAI-01032,2026-02-01,100.0,98.1,1.9,19.44,1.13,20.96,6,5,0
PAI-01032,2026-03-01,100.0,95.56,4.44,19.44,1.13,22.09,6,5,26
PAI-01033,2024-04-01,4.89,1.8,3.09,2.2,2.16,2.16,7,0,0
PAI-01033,2024-05-01,7.95,1.9,6.05,3.57,2.81,4.97,7,2,0
PAI-01033,2024-06-01,12.17,7.83,4.33,5.47,1.57,6.54,7,2,43
PAI-01033,2024-07-01,18.33,15.87,2.47,8.24,2.24,8.78,7,0,48
PAI-01033,2024-08-01,23.36,20.81,2.55,10.5,1.61,10.39,7,1,13
PAI-01033,2024-09-01,23.72,20.8,2.92,10.67,1.69,12.08,7,0,5
PAI-01033,2024-10-01,29.72,25.81,3.9,13.36,1.63,13.71,7,0,0
PAI-01033,2024-11-01,33.62,30.4,3.22,15.12,1.75,15.46,7,2,4
PAI-01033,2024-12-01,48.44,45.06,3.38,21.78,1.48,16.94,7,2,18
PAI-01033,2025-01-01,53.43,50.25,3.18,24.03,2.24,19.18,7,3,0
PAI-01033,2025-02-01,50.9,44.63,6.27,22.89,3.02,22.2,7,3,40
PAI-01033,2025-03-01,51.64,50.29,1.35,23.22,2.39,24.59,7,4,16
PAI-01033,2025-04-01,69.65,67.29,2.36,31.32,2.09,26.68,7,3,0
PAI-01033,2025-05-01,60.21,60.04,0.17,27.08,1.74,28.42,7,3,0
PAI-01033,2025-06-01,57.15,53.44,3.71,25.7,2.2,30.62,7,4,2
PAI-01033,2025-07-01,81.16,79.8,1.35,36.5,2.18,32.8,7,6,18
PAI-01033,2025-08-01,78.39,74.0,4.39,35.25,0.94,33.74,7,5,19
PAI-01033,2025-09-01,90.9,87.83,3.06,40.88,1.3,35.04,7,6,21
PAI-01033,2025-10-01,85.08,83.66,1.43,38.26,1.99,37.03,7,5,20
PAI-01033,2025-11-01,89.87,87.49,2.38,40.42,2.37,39.4,7,7,0
PAI-01033,2025-12-01,82.84,78.26,4.58,37.25,2.36,41.76,7,6,11
PAI-01033,2026-01-01,100.0,96.06,3.94,44.97,1.16,42.92,7,5,0
PAI-01033,2026-02-01,100.0,98.2,1.8,44.97,1.31,44.23,7,7,7
PAI-01033,2026-03-01,100.0,98.06,1.94,44.97,2.16,46.39,7,7,0
PAI-01034,2024-04-01,4.79,0.0,4.79,4.2,2.45,2.45,7,1,78
PAI-01034,2024-05-01,10.75,0.0,10.75,9.42,2.58,5.03,7,0,122
PAI-01034,2024-06-01,15.04,0.0,15.04,13.18,1.8,6.83,7,1,60
PAI-01034,2024-07-01,18.86,0.0,18.86,16.53,2.65,9.48,7,0,81
PAI-01034,2024-08-01,23.26,0.0,23.26,20.38,3.09,12.57,7,1,117
PAI-01034,2024-09-01,25.44,0.0,25.44,22.29,0.73,13.3,7,1,77
PAI-01034,2024-10-01,34.84,4.45,30.39,30.54,2.09,15.39,7,1,119
PAI-01034,2024-11-01,39.64,6.49,33.14,34.74,3.39,18.78,7,3,119
PAI-01034,2024-12-01,45.79,12.56,33.23,40.13,1.1,19.88,7,2,94
PAI-01034,2025-01-01,42.05,7.33,34.72,36.85,3.67,23.55,7,2,94
PAI-01034,2025-02-01,46.08,10.28,35.8,40.38,3.2,26.75,7,2,98
PAI-01034,2025-03-01,61.86,27.13,34.73,54.21,2.64,29.39,7,3,104
PAI-01034,2025-04-01,60.18,24.82,35.37,52.75,2.29,31.68,7,3,75
PAI-01034,2025-05-01,69.5,34.37,35.13,60.91,2.45,34.13,7,3,99
PAI-01034,2025-06-01,80.54,43.93,36.61,70.59,2.93,37.06,7,4,126
PAI-01034,2025-07-01,83.99,47.86,36.14,73.61,3.07,40.13,7,4,99
PAI-01034,2025-08-01,89.34,51.28,38.05,78.29,2.51,42.64,7,4,135
PAI-01034,2025-09-01,72.03,31.24,40.79,63.13,1.84,44.48,7,6,129
PAI-01034,2025-10-01,83.25,46.0,37.26,72.96,1.74,46.22,7,5,136
PAI-01034,2025-11-01,87.56,46.48,41.08,76.74,1.69,47.91,7,7,147
PAI-01034,2025-12-01,80.58,40.21,40.37,70.62,2.06,49.97,7,4,149
PAI-01034,2026-01-01,100.0,54.82,45.18,87.64,4.13,54.1,7,6,152
PAI-01034,2026-02-01,100.0,59.34,40.66,87.64,2.68,56.78,7,4,141
PAI-01034,2026-03-01,100.0,56.49,43.51,87.64,4.44,61.22,7,6,135
PAI-01035,2024-04-01,4.59,0.0,4.59,3.46,4.35,4.35,7,0,8
PAI-01035,2024-05-01,10.18,2.32,7.87,7.66,3.08,7.43,7,0,0
PAI-01035,2024-06-01,12.62,2.02,10.61,9.5,3.02,10.45,7,1,34
PAI-01035,2024-07-01,21.49,12.13,9.36,16.18,3.2,13.65,7,0,8
PAI-01035,2024-08-01,24.71,16.11,8.59,18.6,5.2,18.85,7,0,2
PAI-01035,2024-09-01,28.87,18.9,9.97,21.73,2.89,21.74,7,2,19
PAI-01035,2024-10-01,28.11,17.78,10.33,21.16,2.12,23.86,7,2,12
PAI-01035,2024-11-01,42.58,33.12,9.46,32.05,2.16,26.02,7,1,50
PAI-01035,2024-12-01,44.47,33.11,11.36,33.48,2.86,28.88,7,1,26
PAI-01035,2025-01-01,48.48,33.27,15.21,36.5,2.43,31.31,7,0,58
PAI-01035,2025-02-01,49.33,37.9,11.44,37.14,2.95,34.26,7,3,0
PAI-01035,2025-03-01,51.04,37.86,13.19,38.43,6.04,40.3,7,3,38
PAI-01035,2025-04-01,59.43,47.61,11.82,44.74,0.97,41.27,7,4,50
PAI-01035,2025-05-01,57.04,48.0,9.04,42.94,7.54,48.81,7,4,22
PAI-01035,2025-06-01,75.51,61.38,14.13,56.85,1.91,50.72,7,5,22
PAI-01035,2025-07-01,68.13,59.59,8.53,51.29,3.45,54.17,7,4,27
PAI-01035,2025-08-01,79.84,67.04,12.8,60.1,2.22,56.39,7,4,16
PAI-01035,2025-09-01,75.78,62.68,13.1,57.05,3.73,60.12,7,6,24
PAI-01035,2025-10-01,97.97,84.14,13.83,73.75,1.39,61.51,7,7,31
PAI-01035,2025-11-01,100.0,89.95,10.05,75.28,2.89,64.4,7,6,38
PAI-01035,2025-12-01,100.0,85.32,14.68,75.28,5.28,69.68,7,6,37
PAI-01035,2026-01-01,100.0,88.28,11.72,75.28,3.71,73.39,7,6,41
PAI-01035,2026-02-01,100.0,85.72,14.28,75.28,4.18,77.57,7,6,47
PAI-01035,2026-03-01,100.0,86.58,13.42,75.28,2.96,80.53,7,7,37
PAI-01036,2024-04-01,4.24,0.0,4.24,1.58,1.26,1.26,7,0,10
PAI-01036,2024-05-01,8.71,0.0,8.71,3.25,1.04,2.3,7,0,30
PAI-01036,2024-06-01,16.1,8.66,7.43,6.01,1.34,3.64,7,2,49
PAI-01036,2024-07-01,15.75,5.04,10.71,5.88,1.02,4.66,7,0,27
PAI-01036,2024-08-01,25.72,24.33,1.4,9.61,1.47,6.13,7,1,14
PAI-01036,2024-09-01,30.95,22.2,8.75,11.56,2.03,8.16,7,1,35
PAI-01036,2024-10-01,28.35,18.28,10.07,10.59,0.99,9.15,7,0,60
PAI-01036,2024-11-01,32.97,25.71,7.26,12.32,1.68,10.83,7,3,0
PAI-01036,2024-12-01,47.81,41.36,6.45,17.86,1.29,12.12,7,2,14
PAI-01036,2025-01-01,45.15,38.71,6.44,16.87,1.86,13.98,7,4,0
PAI-01036,2025-02-01,59.29,48.83,10.45,22.15,1.23,15.21,7,3,17
PAI-01036,2025-03-01,54.67,48.2,6.47,20.43,1.19,16.4,7,4,41
PAI-01036,2025-04-01,69.09,58.77,10.32,25.81,0.87,17.27,7,3,16
PAI-01036,2025-05-01,55.77,50.03,5.74,20.83,1.52,18.79,7,3,12
PAI-01036,2025-06-01,70.66,62.99,7.67,26.4,2.56,21.35,7,3,52
PAI-01036,2025-07-01,73.27,64.79,8.48,27.37,1.0,22.35,7,5,27
PAI-01036,2025-08-01,76.53,67.37,9.16,28.59,1.43,23.78,7,5,13
PAI-01036,2025-09-01,91.0,83.01,7.99,34.0,1.53,25.31,7,4,34
PAI-01036,2025-10-01,100.0,94.05,5.95,37.36,1.5,26.81,7,5,19
PAI-01036,2025-11-01,79.34,63.86,15.48,29.64,0.87,27.68,7,7,42
PAI-01036,2025-12-01,85.78,77.27,8.51,32.05,1.58,29.26,7,5,31
PAI-01036,2026-01-01,100.0,89.36,10.64,37.36,1.14,30.4,7,5,40
PAI-01036,2026-02-01,92.48,80.21,12.27,34.55,2.37,32.77,7,7,42
PAI-01036,2026-03-01,100.0,84.76,15.24,37.36,2.2,34.97,7,5,63
PAI-01037,2024-04-01,5.0,0.0,5.0,0.47,0.43,0.43,5,0,0
PAI-01037,2024-05-01,10.47,4.66,5.81,0.98,0.77,1.2,5,0,31
PAI-01037,2024-06-01,13.1,7.66,5.44,1.23,0.54,1.74,5,0,26
PAI-01037,2024-07-01,16.16,8.31,7.85,1.51,0.36,2.1,5,1,10
PAI-01037,2024-08-01,19.93,17.34,2.59,1.87,0.19,2.29,5,3,0
PAI-01037,2024-09-01,24.92,19.53,5.38,2.33,0.24,2.53,5,2,26
PAI-01037,2024-10-01,36.99,30.01,6.97,3.46,0.4,2.93,5,1,18
PAI-01037,2024-11-01,40.05,35.5,4.55,3.75,0.6,3.53,5,2,0
PAI-01037,2024-12-01,46.39,41.11,5.28,4.34,0.6,4.13,5,1,30
PAI-01037,2025-01-01,48.62,43.87,4.75,4.55,0.36,4.49,5,0,13
PAI-01037,2025-02-01,57.05,51.98,5.07,5.34,0.22,4.71,5,1,30
PAI-01037,2025-03-01,52.67,49.02,3.65,4.93,0.32,5.03,5,1,39
PAI-01037,2025-04-01,68.19,63.53,4.67,6.38,0.31,5.34,5,2,3
PAI-01037,2025-05-01,56.76,51.6,5.16,5.31,0.3,5.64,5,2,18
PAI-01037,2025-06-01,67.47,64.11,3.36,6.31,0.19,5.83,5,2,2
PAI-01037,2025-07-01,64.95,56.5,8.45,6.08,0.38,6.21,5,3,21
PAI-01037,2025-08-01,70.8,70.15,0.65,6.63,0.31,6.52,5,3,25
PAI-01037,2025-09-01,94.01,88.71,5.29,8.8,0.65,7.17,5,3,54
PAI-01037,2025-10-01,80.46,77.31,3.16,7.53,0.72,7.89,5,2,12
PAI-01037,2025-11-01,100.0,95.75,4.25,9.36,0.68,8.57,5,3,25
PAI-01037,2025-12-01,100.0,97.51,2.49,9.36,0.38,8.95,5,3,0
PAI-01037,2026-01-01,100.0,95.03,4.97,9.36,0.27,9.22,5,3,0
PAI-01037,2026-02-01,100.0,99.38,0.62,9.36,0.47,9.69,5,5,0
PAI-01037,2026-03-01,100.0,98.11,1.89,9.36,0.35,10.04,5,3,53
PAI-01038,2024-04-01,4.79,3.79,1.0,2.33,1.53,1.53,8,0,0
PAI-01038,2024-05-01,9.03,7.38,1.66,4.39,2.31,3.84,8,1,0
PAI-01038,2024-06-01,16.17,16.17,0.0,7.85,3.09,6.93,8,0,19
PAI-01038,2024-07-01,21.49,20.56,0.94,10.44,1.63,8.56,8,1,0
PAI-01038,2024-08-01,20.28,20.28,0.0,9.85,2.26,10.82,8,2,0
PAI-01038,2024-09-01,28.76,27.81,0.95,13.97,1.32,12.14,8,2,25
PAI-01038,2024-10-01,29.36,25.53,3.83,14.26,2.48,14.62,8,1,0
PAI-01038,2024-11-01,36.04,31.4,4.64,17.51,3.69,18.31,8,1,49
PAI-01038,2024-12-01,42.9,42.9,0.0,20.84,1.77,20.08,8,4,1
PAI-01038,2025-01-01,52.54,49.91,2.64,25.52,1.52,21.6,8,3,37
PAI-01038,2025-02-01,53.34,53.34,0.0,25.91,1.57,23.17,8,3,0
PAI-01038,2025-03-01,54.51,54.51,0.0,26.47,1.25,24.42,8,3,6
PAI-01038,2025-04-01,63.14,61.5,1.65,30.67,2.32,26.74,8,3,0
PAI-01038,2025-05-01,56.74,56.74,0.0,27.56,2.26,29.0,8,4,0
PAI-01038,2025-06-01,61.13,60.8,0.33,29.69,1.72,30.72,8,3,13
PAI-01038,2025-07-01,65.72,64.26,1.46,31.92,2.36,33.08,8,5,4
PAI-01038,2025-08-01,76.97,76.6,0.36,37.38,3.91,36.99,8,4,6
PAI-01038,2025-09-01,94.18,93.62,0.56,45.74,2.9,39.89,8,6,21
PAI-01038,2025-10-01,79.25,79.11,0.14,38.49,2.86,42.75,8,6,0
PAI-01038,2025-11-01,89.29,87.01,2.28,43.37,2.04,44.79,8,7,0
PAI-01038,2025-12-01,87.25,84.58,2.67,42.38,1.19,45.98,8,7,19
PAI-01038,2026-01-01,90.14,90.14,0.0,43.78,2.39,48.37,8,7,0
PAI-01038,2026-02-01,100.0,100.0,0.0,48.57,2.05,50.42,8,6,0
PAI-01038,2026-03-01,100.0,99.85,0.15,48.57,2.01,52.43,8,8,6
PAI-01039,2024-04-01,4.73,0.0,4.73,0.54,0.63,0.63,5,0,47
PAI-01039,2024-05-01,8.67,0.0,8.67,1.0,0.48,1.11,5,0,46
PAI-01039,2024-06-01,12.8,5.27,7.53,1.47,0.82,1.93,5,1,18
PAI-01039,2024-07-01,18.64,11.83,6.81,2.14,0.49,2.42,5,1,0
PAI-01039,2024-08-01,26.62,16.06,10.56,3.06,0.57,2.99,5,1,0
PAI-01039,2024-09-01,23.14,14.8,8.34,2.66,0.38,3.37,5,0,40
PAI-01039,2024-10-01,34.56,26.16,8.39,3.97,0.47,3.84,5,2,67
PAI-01039,2024-11-01,40.63,31.13,9.5,4.66,0.58,4.42,5,2,14
