internal_project_id,project_code,legacy_ocms_code,pmgid,mapping_method,mapping_confidence
PAI-01298,PRJ-364664,OCMS-271235,PM-5745109,synthetic_direct_mapping,0.956
PAI-01299,PRJ-642467,OCMS-883304,PM-2194868,synthetic_direct_mapping,0.947
PAI-01300,PRJ-177549,OCMS-173658,PM-7753365,synthetic_direct_mapping,0.945
PAI-01301,PRJ-353219,OCMS-472077,PM-6364062,synthetic_direct_mapping,0.964
PAI-01302,PRJ-312361,OCMS-699927,PM-9688967,synthetic_direct_mapping,0.943
PAI-01303,PRJ-578357,OCMS-534149,PM-6356661,synthetic_direct_mapping,0.986
PAI-01304,PRJ-572761,OCMS-911333,PM-4264561,synthetic_direct_mapping,0.948
PAI-01305,PRJ-744340,OCMS-686113,PM-7864481,synthetic_direct_mapping,0.94
PAI-01306,PRJ-470956,OCMS-295691,PM-5555221,synthetic_direct_mapping,0.962
PAI-01307,PRJ-814341,OCMS-124480,PM-9066940,synthetic_direct_mapping,0.975
PAI-01308,PRJ-563268,OCMS-465692,PM-1906782,synthetic_direct_mapping,0.961
PAI-01309,PRJ-478078,OCMS-399172,PM-4825093,synthetic_direct_mapping,0.973
PAI-01310,PRJ-497050,OCMS-463427,PM-2601209,synthetic_direct_mapping,0.952
PAI-01311,PRJ-194864,OCMS-238021,PM-8811673,synthetic_direct_mapping,0.942
PAI-01312,PRJ-635520,OCMS-884232,PM-5831406,synthetic_direct_mapping,0.988
PAI-01313,PRJ-713078,OCMS-332157,PM-6600767,synthetic_direct_mapping,0.946
PAI-01314,PRJ-934112,OCMS-259277,PM-6703486,synthetic_direct_mapping,0.983
PAI-01315,PRJ-680677,OCMS-159120,PM-6541450,synthetic_direct_mapping,0.943
PAI-01316,PRJ-309846,OCMS-763495,PM-7549734,synthetic_direct_mapping,0.94
PAI-01317,PRJ-511372,OCMS-732254,PM-9556600,synthetic_direct_mapping,0.955
PAI-01318,PRJ-942879,OCMS-692088,PM-6141598,synthetic_direct_mapping,0.943
PAI-01319,PRJ-296823,OCMS-312102,PM-8524966,synthetic_direct_mapping,0.978
PAI-01320,PRJ-571381,OCMS-141069,PM-8787871,synthetic_direct_mapping,0.96
PAI-01321,PRJ-193386,OCMS-838445,PM-9895666,synthetic_direct_mapping,0.988
PAI-01322,PRJ-970565,OCMS-870676,PM-5047091,synthetic_direct_mapping,0.991
PAI-01323,PRJ-848387,OCMS-574666,PM-3838777,synthetic_direct_mapping,0.991
PAI-01324,PRJ-444763,OCMS-785251,PM-8432950,synthetic_direct_mapping,0.977
PAI-01325,PRJ-612753,OCMS-590821,PM-6294753,synthetic_direct_mapping,0.957
PAI-01326,PRJ-751664,OCMS-286781,PM-3592242,synthetic_direct_mapping,0.944
PAI-01327,PRJ-558412,OCMS-507632,PM-8084234,synthetic_direct_mapping,0.957
PAI-01328,PRJ-617213,OCMS-100884,PM-9363412,synthetic_direct_mapping,0.978
PAI-01329,PRJ-953440,OCMS-798451,PM-8972000,synthetic_direct_mapping,0.955
PAI-01330,PRJ-719530,OCMS-835911,PM-8565630,synthetic_direct_mapping,0.958
PAI-01331,PRJ-521584,OCMS-914298,PM-8495114,synthetic_direct_mapping,0.997
PAI-01332,PRJ-578637,OCMS-628554,PM-2735379,synthetic_direct_mapping,0.968
PAI-01333,PRJ-160352,OCMS-190231,PM-1918433,synthetic_direct_mapping,0.957
PAI-01334,PRJ-491211,OCMS-831177,PM-3577830,synthetic_direct_mapping,0.972
PAI-01335,PRJ-634631,OCMS-585350,PM-3125431,synthetic_direct_mapping,0.953
PAI-01336,PRJ-368844,OCMS-777877,PM-7715329,synthetic_direct_mapping,0.987
PAI-01337,PRJ-246284,OCMS-887946,PM-4629599,synthetic_direct_mapping,0.983
PAI-01338,PRJ-130915,OCMS-946394,PM-7887016,synthetic_direct_mapping,0.986
PAI-01339,PRJ-528741,OCMS-633433,PM-5315775,synthetic_direct_mapping,0.974
PAI-01340,PRJ-215572,OCMS-403786,PM-2660808,synthetic_direct_mapping,0.947
PAI-01341,PRJ-225311,OCMS-752476,PM-4226678,synthetic_direct_mapping,0.99
PAI-01342,PRJ-503236,OCMS-727487,PM-8292825,synthetic_direct_mapping,0.968
PAI-01343,PRJ-564445,OCMS-367052,PM-2975473,synthetic_direct_mapping,0.998
PAI-01344,PRJ-568144,OCMS-381661,PM-2290171,synthetic_direct_mapping,0.984
PAI-01345,PRJ-257660,OCMS-423581,PM-6468668,synthetic_direct_mapping,0.946
PAI-01346,PRJ-796287,OCMS-128809,PM-7617580,synthetic_direct_mapping,0.991
PAI-01347,PRJ-173946,OCMS-952281,PM-9769749,synthetic_direct_mapping,0.991
PAI-01348,PRJ-987492,OCMS-961769,PM-3248769,synthetic_direct_mapping,0.98
PAI-01349,PRJ-729228,OCMS-709087,PM-5017050,synthetic_direct_mapping,0.957
PAI-01350,PRJ-189928,OCMS-986343,PM-8264032,synthetic_direct_mapping,0.995
PAI-01351,PRJ-147899,OCMS-641179,PM-8797249,synthetic_direct_mapping,0.952
PAI-01352,PRJ-627688,OCMS-655922,PM-3501580,synthetic_direct_mapping,0.994
PAI-01353,PRJ-974214,OCMS-202364,PM-1881353,synthetic_direct_mapping,0.967
PAI-01354,PRJ-631780,OCMS-132919,PM-6451956,synthetic_direct_mapping,0.987
PAI-01355,PRJ-344096,OCMS-429112,PM-1623766,synthetic_direct_mapping,0.944
PAI-01356,PRJ-251418,OCMS-346948,PM-5765277,synthetic_direct_mapping,0.983
PAI-01357,PRJ-132561,OCMS-445663,PM-1381914,synthetic_direct_mapping,0.994
PAI-01358,PRJ-870533,OCMS-500170,PM-6903302,synthetic_direct_mapping,0.968
PAI-01359,PRJ-593503,OCMS-737875,PM-2762845,synthetic_direct_mapping,0.968
PAI-01360,PRJ-449821,OCMS-693522,PM-5367172,synthetic_direct_mapping,0.98
PAI-01361,PRJ-938206,OCMS-691603,PM-9800766,synthetic_direct_mapping,0.958
PAI-01362,PRJ-394054,OCMS-313863,PM-8781613,synthetic_direct_mapping,0.949
PAI-01363,PRJ-697705,OCMS-847562,PM-5023674,synthetic_direct_mapping,0.951
PAI-01364,PRJ-944880,OCMS-388220,PM-5176580,synthetic_direct_mapping,0.997
PAI-01365,PRJ-170327,OCMS-885277,PM-4332211,synthetic_direct_mapping,0.958
PAI-01366,PRJ-694161,OCMS-464389,PM-5853911,synthetic_direct_mapping,0.948
PAI-01367,PRJ-181023,OCMS-743401,PM-1146697,synthetic_direct_mapping,0.977
PAI-01368,PRJ-919221,OCMS-208104,PM-6165249,synthetic_direct_mapping,0.989
PAI-01369,PRJ-387401,OCMS-715664,PM-5058053,synthetic_direct_mapping,0.973
PAI-01370,PRJ-198578,OCMS-743183,PM-3314041,synthetic_direct_mapping,0.962
PAI-01371,PRJ-802375,OCMS-917010,PM-3128405,synthetic_direct_mapping,0.959
PAI-01372,PRJ-300427,OCMS-479700,PM-9300984,synthetic_direct_mapping,0.97
PAI-01373,PRJ-820135,OCMS-788253,PM-8510704,synthetic_direct_mapping,0.972
PAI-01374,PRJ-861907,OCMS-158053,PM-1205731,synthetic_direct_mapping,0.992
PAI-01375,PRJ-526160,OCMS-132804,PM-4344047,synthetic_direct_mapping,0.979
PAI-01376,PRJ-730788,OCMS-532435,PM-8855864,synthetic_direct_mapping,0.958
PAI-01377,PRJ-624512,OCMS-675547,PM-3201413,synthetic_direct_mapping,0.958
PAI-01378,PRJ-667743,OCMS-639541,PM-1175638,synthetic_direct_mapping,0.987
PAI-01379,PRJ-906798,OCMS-618597,PM-3971737,synthetic_direct_mapping,0.945
PAI-01380,PRJ-134237,OCMS-213248,PM-2675860,synthetic_direct_mapping,0.946
PAI-01381,PRJ-941288,OCMS-680009,PM-6787162,synthetic_direct_mapping,0.972
PAI-01382,PRJ-675495,OCMS-594850,PM-8763727,synthetic_direct_mapping,0.976
PAI-01383,PRJ-247325,OCMS-938295,PM-4746965,synthetic_direct_mapping,0.96
PAI-01384,PRJ-658800,OCMS-362256,PM-1061906,synthetic_direct_mapping,0.995
PAI-01385,PRJ-953043,OCMS-353973,PM-3722308,synthetic_direct_mapping,0.943
PAI-01386,PRJ-296696,OCMS-247557,PM-2604789,synthetic_direct_mapping,0.951
PAI-01387,PRJ-116966,OCMS-994047,PM-5984999,synthetic_direct_mapping,0.99
PAI-01388,PRJ-555887,OCMS-420864,PM-4898592,synthetic_direct_mapping,0.955
PAI-01389,PRJ-287582,OCMS-858666,PM-6217578,synthetic_direct_mapping,0.958
PAI-01390,PRJ-507270,OCMS-391743,PM-2489752,synthetic_direct_mapping,0.97
PAI-01391,PRJ-808121,OCMS-393972,PM-5629088,synthetic_direct_mapping,0.953
PAI-01392,PRJ-475241,OCMS-372616,PM-6070065,synthetic_direct_mapping,0.955
PAI-01393,PRJ-263568,OCMS-686019,PM-7919249,synthetic_direct_mapping,0.965
PAI-01394,PRJ-178357,OCMS-177557,PM-5751418,synthetic_direct_mapping,0.997
PAI-01395,PRJ-920535,OCMS-248980,PM-1645250,synthetic_direct_mapping,0.998
PAI-01396,PRJ-513434,OCMS-574405,PM-4017937,synthetic_direct_mapping,0.972
PAI-01397,PRJ-735407,OCMS-668737,PM-9083226,synthetic_direct_mapping,0.994
PAI-01398,PRJ-801448,OCMS-133626,PM-8304423,synthetic_direct_mapping,0.982
PAI-01399,PRJ-241996,OCMS-567788,PM-9608443,synthetic_direct_mapping,0.955
PAI-01400,PRJ-977080,OCMS-504529,PM-6834529,synthetic_direct_mapping,0.957
PAI-01401,PRJ-222842,OCMS-304957,PM-1737135,synthetic_direct_mapping,0.982
PAI-01402,PRJ-391951,OCMS-455964,PM-6142783,synthetic_direct_mapping,0.941
PAI-01403,PRJ-997502,OCMS-841877,PM-1041062,synthetic_direct_mapping,0.979
PAI-01404,PRJ-367033,OCMS-296435,PM-6279432,synthetic_direct_mapping,0.944
PAI-01405,PRJ-581487,OCMS-609089,PM-9680007,synthetic_direct_mapping,0.951
PAI-01406,PRJ-892005,OCMS-774877,PM-8970200,synthetic_direct_mapping,0.982
PAI-01407,PRJ-668471,OCMS-560074,PM-6639647,synthetic_direct_mapping,0.986
PAI-01408,PRJ-921772,OCMS-929187,PM-3266454,synthetic_direct_mapping,0.975
PAI-01409,PRJ-183722,OCMS-349246,PM-8654531,synthetic_direct_mapping,0.992
PAI-01410,PRJ-264322,OCMS-658493,PM-7720880,synthetic_direct_mapping,0.975
PAI-01411,PRJ-119613,OCMS-205608,PM-6061334,synthetic_direct_mapping,0.954
PAI-01412,PRJ-917918,OCMS-758521,PM-4445531,synthetic_direct_mapping,0.965
PAI-01413,PRJ-187372,OCMS-252913,PM-4354467,synthetic_direct_mapping,0.984
PAI-01414,PRJ-329014,OCMS-677313,PM-3585105,synthetic_direct_mapping,0.98
PAI-01415,PRJ-751588,OCMS-468235,PM-4688084,synthetic_direct_mapping,0.99
PAI-01416,PRJ-386886,OCMS-801876,PM-1527388,synthetic_direct_mapping,0.944
PAI-01417,PRJ-291166,OCMS-865773,PM-5729429,synthetic_direct_mapping,0.998
PAI-01418,PRJ-169551,OCMS-510276,PM-8918642,synthetic_direct_mapping,0.948
PAI-01419,PRJ-601539,OCMS-333355,PM-2665706,synthetic_direct_mapping,0.967
PAI-01420,PRJ-704217,OCMS-666187,PM-2719836,synthetic_direct_mapping,0.986
PAI-01421,PRJ-201558,OCMS-668727,PM-2117076,synthetic_direct_mapping,0.971
PAI-01422,PRJ-594550,OCMS-803699,PM-2443437,synthetic_direct_mapping,0.963
PAI-01423,PRJ-154071,OCMS-432899,PM-8776880,synthetic_direct_mapping,0.967
PAI-01424,PRJ-663872,OCMS-683156,PM-3356902,synthetic_direct_mapping,0.95
PAI-01425,PRJ-677805,OCMS-106036,PM-7667309,synthetic_direct_mapping,0.96
PAI-01426,PRJ-927352,OCMS-160345,PM-8964123,synthetic_direct_mapping,0.94
PAI-01427,PRJ-544196,OCMS-693503,PM-4929903,synthetic_direct_mapping,0.992
PAI-01428,PRJ-269531,OCMS-754396,PM-1545524,synthetic_direct_mapping,0.992
PAI-01429,PRJ-894017,OCMS-889204,PM-4410933,synthetic_direct_mapping,0.996
PAI-01430,PRJ-261857,OCMS-563968,PM-8613132,synthetic_direct_mapping,0.984
PAI-01431,PRJ-984135,OCMS-963649,PM-1169839,synthetic_direct_mapping,0.972
PAI-01432,PRJ-566969,OCMS-719971,PM-2947084,synthetic_direct_mapping,0.984
PAI-01433,PRJ-261830,OCMS-899285,PM-1154755,synthetic_direct_mapping,0.958
PAI-01434,PRJ-945335,OCMS-774903,PM-2768624,synthetic_direct_mapping,0.941
PAI-01435,PRJ-251937,OCMS-211342,PM-1800228,synthetic_direct_mapping,0.987
PAI-01436,PRJ-678056,OCMS-651378,PM-4098306,synthetic_direct_mapping,0.942
PAI-01437,PRJ-566497,OCMS-554580,PM-7801578,synthetic_direct_mapping,0.999
PAI-01438,PRJ-339203,OCMS-355054,PM-9652277,synthetic_direct_mapping,0.982
PAI-01439,PRJ-870199,OCMS-301950,PM-3779919,synthetic_direct_mapping,0.948
PAI-01440,PRJ-474843,OCMS-476109,PM-4135537,synthetic_direct_mapping,0.972
PAI-01441,PRJ-598316,OCMS-494766,PM-6091627,synthetic_direct_mapping,0.998
PAI-01442,PRJ-535108,OCMS-130386,PM-6636316,synthetic_direct_mapping,0.946
PAI-01443,PRJ-595403,OCMS-470770,PM-5173396,synthetic_direct_mapping,0.951
PAI-01444,PRJ-760903,OCMS-102142,PM-1057596,synthetic_direct_mapping,0.997
PAI-01445,PRJ-807730,OCMS-157085,PM-1893128,synthetic_direct_mapping,0.942
PAI-01446,PRJ-478182,OCMS-895192,PM-2030570,synthetic_direct_mapping,0.976
PAI-01447,PRJ-582951,OCMS-141668,PM-2520181,synthetic_direct_mapping,0.959
PAI-01448,PRJ-635701,OCMS-511131,PM-2525122,synthetic_direct_mapping,0.981
PAI-01449,PRJ-889650,OCMS-584682,PM-5542611,synthetic_direct_mapping,0.959
PAI-01450,PRJ-177152,OCMS-553477,PM-8057885,synthetic_direct_mapping,0.987
PAI-01451,PRJ-605730,OCMS-579514,PM-1112452,synthetic_direct_mapping,0.979
PAI-01452,PRJ-266832,OCMS-837316,PM-6738145,synthetic_direct_mapping,0.999
PAI-01453,PRJ-926185,OCMS-142584,PM-9476368,synthetic_direct_mapping,0.958
PAI-01454,PRJ-557538,OCMS-793280,PM-8370013,synthetic_direct_mapping,0.955
PAI-01455,PRJ-993081,OCMS-634999,PM-6604296,synthetic_direct_mapping,0.954
PAI-01456,PRJ-122790,OCMS-118108,PM-9975990,synthetic_direct_mapping,0.976
PAI-01457,PRJ-651302,OCMS-263994,PM-7705109,synthetic_direct_mapping,0.944
PAI-01458,PRJ-874353,OCMS-824185,PM-1264543,synthetic_direct_mapping,0.963
PAI-01459,PRJ-175744,OCMS-291592,PM-6196181,synthetic_direct_mapping,0.967
PAI-01460,PRJ-559514,OCMS-567041,PM-2294925,synthetic_direct_mapping,0.977
PAI-01461,PRJ-528234,OCMS-326559,PM-4132751,synthetic_direct_mapping,0.971
PAI-01462,PRJ-249070,OCMS-641278,PM-8805868,synthetic_direct_mapping,0.944
PAI-01463,PRJ-589041,OCMS-362521,PM-9372120,synthetic_direct_mapping,0.995
PAI-01464,PRJ-834348,OCMS-457181,PM-4354237,synthetic_direct_mapping,0.96
PAI-01465,PRJ-631961,OCMS-182415,PM-3885099,synthetic_direct_mapping,0.963
PAI-01466,PRJ-109469,OCMS-664109,PM-9264505,synthetic_direct_mapping,0.97
PAI-01467,PRJ-681403,OCMS-940848,PM-3900175,synthetic_direct_mapping,0.978
PAI-01468,PRJ-923059,OCMS-261555,PM-2883459,synthetic_direct_mapping,0.994
PAI-01469,PRJ-974274,OCMS-664104,PM-6723818,synthetic_direct_mapping,0.97
PAI-01470,PRJ-161556,OCMS-427355,PM-7724585,synthetic_direct_mapping,0.963
PAI-01471,PRJ-656822,OCMS-713481,PM-7520543,synthetic_direct_mapping,0.986
PAI-01472,PRJ-820480,OCMS-468336,PM-7917891,synthetic_direct_mapping,0.958
PAI-01473,PRJ-491221,OCMS-113312,PM-2035853,synthetic_direct_mapping,0.99
PAI-01474,PRJ-424576,OCMS-544539,PM-5324035,synthetic_direct_mapping,0.943
PAI-01475,PRJ-221091,OCMS-796102,PM-7384210,synthetic_direct_mapping,0.959
PAI-01476,PRJ-199557,OCMS-827658,PM-7634305,synthetic_direct_mapping,0.952
PAI-01477,PRJ-485340,OCMS-626483,PM-3919622,synthetic_direct_mapping,0.951
PAI-01478,PRJ-608643,OCMS-759426,PM-6157130,synthetic_direct_mapping,0.981
PAI-01479,PRJ-777810,OCMS-886563,PM-5440209,synthetic_direct_mapping,0.967
PAI-01480,PRJ-495050,OCMS-389988,PM-2233238,synthetic_direct_mapping,0.997
PAI-01481,PRJ-419043,OCMS-920106,PM-6496781,synthetic_direct_mapping,0.987
PAI-01482,PRJ-107310,OCMS-310446,PM-2543404,synthetic_direct_mapping,0.968
PAI-01483,PRJ-830925,OCMS-401389,PM-6489149,synthetic_direct_mapping,0.95
PAI-01484,PRJ-595067,OCMS-331493,PM-9030094,synthetic_direct_mapping,0.962
PAI-01485,PRJ-912582,OCMS-418419,PM-8460312,synthetic_direct_mapping,0.976
PAI-01486,PRJ-451676,OCMS-116241,PM-3564232,synthetic_direct_mapping,0.976
PAI-01487,PRJ-598415,OCMS-624061,PM-5363994,synthetic_direct_mapping,0.945
PAI-01488,PRJ-903813,OCMS-715875,PM-8117826,synthetic_direct_mapping,0.975
PAI-01489,PRJ-151601,OCMS-143579,PM-3255556,synthetic_direct_mapping,0.995
PAI-01490,PRJ-661440,OCMS-689740,PM-8968400,synthetic_direct_mapping,0.974
PAI-01491,PRJ-127355,OCMS-916378,PM-5444886,synthetic_direct_mapping,0.99
PAI-01492,PRJ-845242,OCMS-165268,PM-9603865,synthetic_direct_mapping,0.949
PAI-01493,PRJ-537641,OCMS-440422,PM-8133428,synthetic_direct_mapping,0.982
PAI-01494,PRJ-744122,OCMS-396186,PM-4403337,synthetic_direct_mapping,0.975
PAI-01495,PRJ-860301,OCMS-534809,PM-4217850,synthetic_direct_mapping,0.987
PAI-01496,PRJ-733065,OCMS-913617,PM-3118913,synthetic_direct_mapping,0.973
PAI-01497,PRJ-696027,OCMS-298446,PM-5418573,synthetic_direct_mapping,0.98
PAI-01498,PRJ-201704,OCMS-534261,PM-5630972,synthetic_direct_mapping,0.981
PAI-01499,PRJ-229487,OCMS-769971,PM-5098054,synthetic_direct_mapping,0.965
PAI-01500,PRJ-439880,OCMS-986161,PM-3458936,synthetic_direct_mapping,0.96
PAI-01501,PRJ-851258,OCMS-110292,PM-5316071,synthetic_direct_mapping,0.943
PAI-01502,PRJ-458013,OCMS-412805,PM-1972360,synthetic_direct_mapping,0.944
PAI-01503,PRJ-289093,OCMS-806047,PM-8131636,synthetic_direct_mapping,0.979
PAI-01504,PRJ-193537,OCMS-133892,PM-9882634,synthetic_direct_mapping,0.976
PAI-01505,PRJ-716704,OCMS-319810,PM-2546606,synthetic_direct_mapping,0.977
PAI-01506,PRJ-351392,OCMS-297377,PM-6083363,synthetic_direct_mapping,0.987
PAI-01507,PRJ-970233,OCMS-275642,PM-4411696,synthetic_direct_mapping,0.948
PAI-01508,PRJ-202916,OCMS-548244,PM-4392331,synthetic_direct_mapping,0.967
PAI-01509,PRJ-269728,OCMS-659118,PM-3110887,synthetic_direct_mapping,0.991
PAI-01510,PRJ-461438,OCMS-293431,PM-6854347,synthetic_direct_mapping,0.969
PAI-01511,PRJ-798471,OCMS-805639,PM-9903449,synthetic_direct_mapping,0.968
PAI-01512,PRJ-513953,OCMS-852137,PM-3895003,synthetic_direct_mapping,0.943
PAI-01513,PRJ-573120,OCMS-390638,PM-4655092,synthetic_direct_mapping,0.994
PAI-01514,PRJ-429485,OCMS-718716,PM-1618446,synthetic_direct_mapping,0.987
PAI-01515,PRJ-410459,OCMS-907723,PM-1762332,synthetic_direct_mapping,0.948
PAI-01516,PRJ-211076,OCMS-692410,PM-9399530,synthetic_direct_mapping,0.984
PAI-01517,PRJ-460991,OCMS-866966,PM-8626833,synthetic_direct_mapping,0.943
PAI-01518,PRJ-792082,OCMS-146970,PM-8814602,synthetic_direct_mapping,0.941
PAI-01519,PRJ-800297,OCMS-364533,PM-9394536,synthetic_direct_mapping,0.956
PAI-01520,PRJ-163449,OCMS-915371,PM-2428242,synthetic_direct_mapping,0.965
PAI-01521,PRJ-205544,OCMS-544373,PM-9890190,synthetic_direct_mapping,0.966
PAI-01522,PRJ-217826,OCMS-235509,PM-2748096,synthetic_direct_mapping,0.953
PAI-01523,PRJ-506913,OCMS-897279,PM-7515487,synthetic_direct_mapping,0.946
PAI-01524,PRJ-790976,OCMS-242406,PM-8733651,synthetic_direct_mapping,0.988
PAI-01525,PRJ-566027,OCMS-635921,PM-4097855,synthetic_direct_mapping,0.966
PAI-01526,PRJ-838228,OCMS-117625,PM-7533093,synthetic_direct_mapping,0.984
PAI-01527,PRJ-632546,OCMS-316604,PM-5430928,synthetic_direct_mapping,0.99
PAI-01528,PRJ-363212,OCMS-230260,PM-4457920,synthetic_direct_mapping,0.953
PAI-01529,PRJ-593830,OCMS-475663,PM-8738047,synthetic_direct_mapping,0.961
PAI-01530,PRJ-469741,OCMS-112850,PM-6415834,synthetic_direct_mapping,0.973
PAI-01531,PRJ-363480,OCMS-268981,PM-9956399,synthetic_direct_mapping,0.972
PAI-01532,PRJ-233222,OCMS-907597,PM-7106102,synthetic_direct_mapping,0.967
PAI-01533,PRJ-259923,OCMS-958405,PM-9000830,synthetic_direct_mapping,0.978
PAI-01534,PRJ-842615,OCMS-126217,PM-3567837,synthetic_direct_mapping,0.983
PAI-01535,PRJ-801579,OCMS-716701,PM-4980837,synthetic_direct_mapping,0.945
PAI-01536,PRJ-460502,OCMS-872814,PM-9934165,synthetic_direct_mapping,0.98
PAI-01537,PRJ-525662,OCMS-742393,PM-4041993,synthetic_direct_mapping,0.947
PAI-01538,PRJ-305150,OCMS-738650,PM-5373346,synthetic_direct_mapping,0.968
PAI-01539,PRJ-170824,OCMS-485424,PM-9929486,synthetic_direct_mapping,0.971
PAI-01540,PRJ-469357,OCMS-283361,PM-5694844,synthetic_direct_mapping,0.995
PAI-01541,PRJ-767880,OCMS-390981,PM-5249497,synthetic_direct_mapping,0.972
PAI-01542,PRJ-282547,OCMS-724511,PM-2033269,synthetic_direct_mapping,0.998
PAI-01543,PRJ-460134,OCMS-375265,PM-4077904,synthetic_direct_mapping,0.997
PAI-01544,PRJ-891198,OCMS-127933,PM-2569188,synthetic_direct_mapping,0.969
PAI-01545,PRJ-893589,OCMS-732298,PM-9471338,synthetic_direct_mapping,0.984
PAI-01546,PRJ-315840,OCMS-891120,PM-1104456,synthetic_direct_mapping,0.945
PAI-01547,PRJ-235344,OCMS-341014,PM-7144015,synthetic_direct_mapping,0.958
PAI-01548,PRJ-315518,OCMS-160822,PM-6999761,synthetic_direct_mapping,0.942
PAI-01549,PRJ-431166,OCMS-330230,PM-4500514,synthetic_direct_mapping,0.977
PAI-01550,PRJ-703435,OCMS-394636,PM-8167470,synthetic_direct_mapping,0.952
PAI-01551,PRJ-324794,OCMS-980623,PM-6923629,synthetic_direct_mapping,0.988
PAI-01552,PRJ-612509,OCMS-813661,PM-6106959,synthetic_direct_mapping,0.952
PAI-01553,PRJ-114573,OCMS-390045,PM-9785442,synthetic_direct_mapping,0.949
PAI-01554,PRJ-526272,OCMS-873524,PM-8162136,synthetic_direct_mapping,0.94
PAI-01555,PRJ-644832,OCMS-191782,PM-3850574,synthetic_direct_mapping,0.945
PAI-01556,PRJ-189078,OCMS-199330,PM-5750560,synthetic_direct_mapping,0.967
PAI-01557,PRJ-248482,OCMS-685772,PM-7735470,synthetic_direct_mapping,0.956
PAI-01558,PRJ-911134,OCMS-345029,PM-7008756,synthetic_direct_mapping,0.981
PAI-01559,PRJ-977049,OCMS-578123,PM-5166518,synthetic_direct_mapping,0.994
PAI-01560,PRJ-194788,OCMS-433005,PM-9984049,synthetic_direct_mapping,0.945
PAI-01561,PRJ-653023,OCMS-996858,PM-6827391,synthetic_direct_mapping,0.971
PAI-01562,PRJ-888176,OCMS-815428,PM-2068336,synthetic_direct_mapping,0.999
PAI-01563,PRJ-151103,OCMS-722862,PM-2431708,synthetic_direct_mapping,0.996
PAI-01564,PRJ-439728,OCMS-930849,PM-6441887,synthetic_direct_mapping,0.981
PAI-01565,PRJ-839995,OCMS-322169,PM-7080795,synthetic_direct_mapping,0.943
PAI-01566,PRJ-504938,OCMS-134908,PM-4433537,synthetic_direct_mapping,0.975
PAI-01567,PRJ-249559,OCMS-101213,PM-5708682,synthetic_direct_mapping,0.986
PAI-01568,PRJ-232873,OCMS-464646,PM-1406817,synthetic_direct_mapping,0.954
PAI-01569,PRJ-815083,OCMS-149700,PM-1296366,synthetic_direct_mapping,0.969
PAI-01570,PRJ-619597,OCMS-256448,PM-1347289,synthetic_direct_mapping,0.966
PAI-01571,PRJ-921565,OCMS-712214,PM-5951327,synthetic_direct_mapping,0.972
PAI-01572,PRJ-954659,OCMS-404476,PM-4048799,synthetic_direct_mapping,0.944
PAI-01573,PRJ-858813,OCMS-879189,PM-1900042,synthetic_direct_mapping,0.975
PAI-01574,PRJ-852311,OCMS-166710,PM-6623855,synthetic_direct_mapping,0.949
PAI-01575,PRJ-207000,OCMS-913938,PM-2887143,synthetic_direct_mapping,0.989
PAI-01576,PRJ-127403,OCMS-922429,PM-8678421,synthetic_direct_mapping,0.966
PAI-01577,PRJ-358753,OCMS-560622,PM-2259081,synthetic_direct_mapping,0.966
PAI-01578,PRJ-695406,OCMS-200687,PM-6063991,synthetic_direct_mapping,0.98
PAI-01579,PRJ-924793,OCMS-389768,PM-5802309,synthetic_direct_mapping,0.97
PAI-01580,PRJ-502665,OCMS-767698,PM-8778941,synthetic_direct_mapping,0.969
PAI-01581,PRJ-394535,OCMS-853809,PM-5326048,synthetic_direct_mapping,0.967
PAI-01582,PRJ-811705,OCMS-624661,PM-3131657,synthetic_direct_mapping,0.979
PAI-01583,PRJ-383347,OCMS-840137,PM-3948886,synthetic_direct_mapping,0.975
PAI-01584,PRJ-180375,OCMS-348834,PM-5313960,synthetic_direct_mapping,0.978
PAI-01585,PRJ-686027,OCMS-396000,PM-5817147,synthetic_direct_mapping,0.963
PAI-01586,PRJ-475722,OCMS-768606,PM-9777303,synthetic_direct_mapping,0.972
PAI-01587,PRJ-526813,OCMS-467886,PM-6733880,synthetic_direct_mapping,0.949
PAI-01588,PRJ-668508,OCMS-149068,PM-9601221,synthetic_direct_mapping,0.954
PAI-01589,PRJ-270574,OCMS-963075,PM-3502916,synthetic_direct_mapping,0.971
PAI-01590,PRJ-816398,OCMS-906929,PM-2331905,synthetic_direct_mapping,0.985
PAI-01591,PRJ-575626,OCMS-352815,PM-7754419,synthetic_direct_mapping,0.962
PAI-01592,PRJ-452541,OCMS-395249,PM-5760147,synthetic_direct_mapping,0.995
PAI-01593,PRJ-260049,OCMS-239705,PM-4686208,synthetic_direct_mapping,0.978
PAI-01594,PRJ-958478,OCMS-495891,PM-8980905,synthetic_direct_mapping,0.947
PAI-01595,PRJ-238811,OCMS-526242,PM-1676253,synthetic_direct_mapping,0.974
PAI-01596,PRJ-783015,OCMS-376741,PM-3945654,synthetic_direct_mapping,0.968
PAI-01597,PRJ-683872,OCMS-703907,PM-6443817,synthetic_direct_mapping,0.964
PAI-01598,PRJ-785184,OCMS-186721,PM-6668162,synthetic_direct_mapping,0.95
PAI-01599,PRJ-194785,OCMS-902052,PM-8896040,synthetic_direct_mapping,0.973
PAI-01600,PRJ-309500,OCMS-371700,PM-3032348,synthetic_direct_mapping,0.986
