internal_project_id,milestone_name,planned_date,actual_date,status,delay_days
PAI-01499,Milestone 5,2026-05-21,,PLANNED,
PAI-01500,Milestone 1,2024-03-07,2024-05-02,COMPLETED,56.0
PAI-01500,Milestone 2,2024-11-08,2024-12-03,COMPLETED,25.0
PAI-01500,Milestone 3,2025-07-13,2025-07-13,COMPLETED,0.0
PAI-01500,Milestone 4,2026-03-16,2026-03-16,DELAYED,0.0
PAI-01500,Milestone 5,2026-11-18,,PLANNED,
PAI-01500,Milestone 6,2027-07-22,,PLANNED,
PAI-01501,Milestone 1,2025-05-07,2025-05-17,COMPLETED,10.0
PAI-01501,Milestone 2,2025-10-14,2025-12-23,COMPLETED,70.0
PAI-01501,Milestone 3,2026-03-22,2026-04-29,COMPLETED,38.0
PAI-01501,Milestone 4,2026-08-29,,PLANNED,
PAI-01501,Milestone 5,2027-02-04,,PLANNED,
PAI-01501,Milestone 6,2027-07-14,,PLANNED,
PAI-01502,Milestone 1,2024-09-20,2024-12-27,COMPLETED,98.0
PAI-01502,Milestone 2,2025-05-06,2025-09-06,COMPLETED,123.0
PAI-01502,Milestone 3,2025-12-19,2026-03-25,COMPLETED,96.0
PAI-01502,Milestone 4,2026-08-04,,PLANNED,
PAI-01502,Milestone 5,2027-03-19,,PLANNED,
PAI-01502,Milestone 6,2027-11-02,,PLANNED,
PAI-01503,Milestone 1,2025-06-06,2025-06-06,COMPLETED,0.0
PAI-01503,Milestone 2,2025-09-26,2025-10-12,COMPLETED,16.0
PAI-01503,Milestone 3,2026-01-16,2026-01-16,DELAYED,0.0
PAI-01503,Milestone 4,2026-05-08,,PLANNED,
PAI-01503,Milestone 5,2026-08-28,,PLANNED,
PAI-01503,Milestone 6,2026-12-18,,PLANNED,
PAI-01504,Milestone 1,2024-10-30,2024-11-22,COMPLETED,23.0
PAI-01504,Milestone 2,2025-03-23,2025-03-23,COMPLETED,0.0
PAI-01504,Milestone 3,2025-08-14,2025-08-14,COMPLETED,0.0
PAI-01504,Milestone 4,2026-01-05,2026-01-27,COMPLETED,22.0
PAI-01504,Milestone 5,2026-05-29,,PLANNED,
PAI-01504,Milestone 6,2026-10-20,,PLANNED,
PAI-01504,Milestone 7,2027-03-13,,PLANNED,
PAI-01504,Milestone 8,2027-08-04,,PLANNED,
PAI-01505,Milestone 1,2025-02-04,2025-04-09,COMPLETED,64.0
PAI-01505,Milestone 2,2025-05-15,2025-06-14,COMPLETED,30.0
PAI-01505,Milestone 3,2025-08-22,2025-10-03,COMPLETED,42.0
PAI-01505,Milestone 4,2025-11-30,2025-12-03,DELAYED,3.0
PAI-01505,Milestone 5,2026-03-09,2026-04-30,COMPLETED,52.0
PAI-01506,Milestone 1,2024-08-13,2024-08-13,COMPLETED,0.0
PAI-01506,Milestone 2,2024-12-28,2025-01-04,COMPLETED,7.0
PAI-01506,Milestone 3,2025-05-13,2025-06-08,COMPLETED,26.0
PAI-01506,Milestone 4,2025-09-27,2025-09-27,COMPLETED,0.0
PAI-01506,Milestone 5,2026-02-10,2026-02-10,DELAYED,0.0
PAI-01506,Milestone 6,2026-06-27,,PLANNED,
PAI-01507,Milestone 1,2025-01-03,2025-03-13,COMPLETED,69.0
PAI-01507,Milestone 2,2025-08-28,2025-10-14,COMPLETED,47.0
PAI-01507,Milestone 3,2026-04-22,,PLANNED,
PAI-01507,Milestone 4,2026-12-15,,PLANNED,
PAI-01507,Milestone 5,2027-08-09,,PLANNED,
PAI-01508,Milestone 1,2024-12-13,2024-12-13,COMPLETED,0.0
PAI-01508,Milestone 2,2025-06-28,2025-06-28,COMPLETED,0.0
PAI-01508,Milestone 3,2026-01-10,2026-01-10,COMPLETED,0.0
PAI-01508,Milestone 4,2026-07-26,,PLANNED,
PAI-01508,Milestone 5,2027-02-08,,PLANNED,
PAI-01508,Milestone 6,2027-08-23,,PLANNED,
PAI-01508,Milestone 7,2028-03-07,,PLANNED,
PAI-01509,Milestone 1,2024-01-20,2024-01-20,COMPLETED,0.0
PAI-01509,Milestone 2,2024-07-04,2024-08-04,DELAYED,31.0
PAI-01509,Milestone 3,2024-12-16,2024-12-30,COMPLETED,14.0
PAI-01509,Milestone 4,2025-05-31,2025-07-27,COMPLETED,57.0
PAI-01509,Milestone 5,2025-11-12,2025-11-12,COMPLETED,0.0
PAI-01510,Milestone 1,2025-08-21,2025-08-26,DELAYED,5.0
PAI-01510,Milestone 2,2025-12-27,2025-12-27,COMPLETED,0.0
PAI-01510,Milestone 3,2026-05-03,,PLANNED,
PAI-01510,Milestone 4,2026-09-08,,PLANNED,
PAI-01510,Milestone 5,2027-01-14,,PLANNED,
PAI-01510,Milestone 6,2027-05-21,,PLANNED,
PAI-01510,Milestone 7,2027-09-26,,PLANNED,
PAI-01511,Milestone 1,2024-03-25,2024-07-29,COMPLETED,126.0
PAI-01511,Milestone 2,2024-07-28,2024-10-21,DELAYED,85.0
PAI-01511,Milestone 3,2024-11-30,2025-04-23,COMPLETED,144.0
PAI-01511,Milestone 4,2025-04-04,2025-08-15,COMPLETED,133.0
PAI-01511,Milestone 5,2025-08-07,2025-12-12,COMPLETED,127.0
PAI-01512,Milestone 1,2025-05-24,2025-06-18,COMPLETED,25.0
PAI-01512,Milestone 2,2025-11-18,2025-12-04,DELAYED,16.0
PAI-01512,Milestone 3,2026-05-15,,PLANNED,
PAI-01512,Milestone 4,2026-11-09,,PLANNED,
PAI-01512,Milestone 5,2027-05-05,,PLANNED,
PAI-01512,Milestone 6,2027-10-30,,PLANNED,
PAI-01512,Milestone 7,2028-04-25,,PLANNED,
PAI-01512,Milestone 8,2028-10-20,,PLANNED,
PAI-01513,Milestone 1,2026-10-25,,PLANNED,
PAI-01513,Milestone 2,2027-06-19,,PLANNED,
PAI-01513,Milestone 3,2028-02-11,,PLANNED,
PAI-01513,Milestone 4,2028-10-05,,PLANNED,
PAI-01513,Milestone 5,2029-05-30,,PLANNED,
PAI-01514,Milestone 1,2024-06-24,2024-07-11,COMPLETED,17.0
PAI-01514,Milestone 2,2024-11-09,2025-01-15,COMPLETED,67.0
PAI-01514,Milestone 3,2025-03-27,2025-04-05,COMPLETED,9.0
PAI-01514,Milestone 4,2025-08-12,2025-09-11,COMPLETED,30.0
PAI-01514,Milestone 5,2025-12-28,2025-12-28,COMPLETED,0.0
PAI-01514,Milestone 6,2026-05-15,,PLANNED,
PAI-01514,Milestone 7,2026-09-30,,PLANNED,
PAI-01515,Milestone 1,2025-03-27,2025-05-02,COMPLETED,36.0
PAI-01515,Milestone 2,2025-06-14,2025-06-14,COMPLETED,0.0
PAI-01515,Milestone 3,2025-09-01,2025-10-12,COMPLETED,41.0
PAI-01515,Milestone 4,2025-11-19,2025-11-26,COMPLETED,7.0
PAI-01515,Milestone 5,2026-02-06,2026-02-06,COMPLETED,0.0
PAI-01515,Milestone 6,2026-04-26,,PLANNED,
PAI-01515,Milestone 7,2026-07-14,,PLANNED,
PAI-01516,Milestone 1,2026-01-15,2026-01-29,COMPLETED,14.0
PAI-01516,Milestone 2,2026-09-26,,PLANNED,
PAI-01516,Milestone 3,2027-06-08,,PLANNED,
PAI-01516,Milestone 4,2028-02-17,,PLANNED,
PAI-01516,Milestone 5,2028-10-29,,PLANNED,
PAI-01516,Milestone 6,2029-07-10,,PLANNED,
PAI-01517,Milestone 1,2025-09-22,2025-11-07,COMPLETED,46.0
PAI-01517,Milestone 2,2026-04-28,,PLANNED,
PAI-01517,Milestone 3,2026-12-02,,PLANNED,
PAI-01517,Milestone 4,2027-07-09,,PLANNED,
PAI-01517,Milestone 5,2028-02-12,,PLANNED,
PAI-01517,Milestone 6,2028-09-17,,PLANNED,
PAI-01517,Milestone 7,2029-04-23,,PLANNED,
PAI-01518,Milestone 1,2024-07-31,2024-08-19,DELAYED,19.0
PAI-01518,Milestone 2,2024-11-04,2024-11-16,DELAYED,12.0
PAI-01518,Milestone 3,2025-02-07,2025-03-24,COMPLETED,45.0
PAI-01518,Milestone 4,2025-05-14,2025-07-20,COMPLETED,67.0
PAI-01518,Milestone 5,2025-08-17,2025-09-23,COMPLETED,37.0
PAI-01518,Milestone 6,2025-11-21,2026-01-02,DELAYED,42.0
PAI-01518,Milestone 7,2026-02-24,2026-03-19,DELAYED,23.0
PAI-01518,Milestone 8,2026-05-31,,PLANNED,
PAI-01519,Milestone 1,2024-11-11,2024-11-11,COMPLETED,0.0
PAI-01519,Milestone 2,2025-03-23,2025-03-24,DELAYED,1.0
PAI-01519,Milestone 3,2025-08-03,2025-08-03,COMPLETED,0.0
PAI-01519,Milestone 4,2025-12-13,2025-12-13,DELAYED,0.0
PAI-01519,Milestone 5,2026-04-25,2026-04-28,COMPLETED,3.0
PAI-01519,Milestone 6,2026-09-04,,PLANNED,
PAI-01519,Milestone 7,2027-01-15,,PLANNED,
PAI-01519,Milestone 8,2027-05-27,,PLANNED,
PAI-01520,Milestone 1,2023-11-01,2023-11-01,COMPLETED,0.0
PAI-01520,Milestone 2,2024-04-07,2024-04-07,COMPLETED,0.0
PAI-01520,Milestone 3,2024-09-12,2024-10-02,COMPLETED,20.0
PAI-01520,Milestone 4,2025-02-17,2025-02-26,COMPLETED,9.0
PAI-01520,Milestone 5,2025-07-25,2025-07-25,COMPLETED,0.0
PAI-01520,Milestone 6,2025-12-30,2025-12-30,DELAYED,0.0
PAI-01520,Milestone 7,2026-06-06,,PLANNED,
PAI-01520,Milestone 8,2026-11-11,,PLANNED,
PAI-01521,Milestone 1,2025-09-19,2025-10-29,COMPLETED,40.0
PAI-01521,Milestone 2,2025-12-22,2026-01-15,COMPLETED,24.0
PAI-01521,Milestone 3,2026-03-26,,PLANNED,
PAI-01521,Milestone 4,2026-06-28,,PLANNED,
PAI-01521,Milestone 5,2026-09-30,,PLANNED,
PAI-01521,Milestone 6,2027-01-02,,PLANNED,
PAI-01521,Milestone 7,2027-04-06,,PLANNED,
PAI-01521,Milestone 8,2027-07-09,,PLANNED,
PAI-01522,Milestone 1,2025-12-02,2025-12-02,DELAYED,0.0
PAI-01522,Milestone 2,2026-04-14,2026-04-23,COMPLETED,9.0
PAI-01522,Milestone 3,2026-08-25,,PLANNED,
PAI-01522,Milestone 4,2027-01-05,,PLANNED,
PAI-01522,Milestone 5,2027-05-18,,PLANNED,
PAI-01522,Milestone 6,2027-09-28,,PLANNED,
PAI-01523,Milestone 1,2026-01-27,2026-03-19,COMPLETED,51.0
PAI-01523,Milestone 2,2026-08-05,,PLANNED,
PAI-01523,Milestone 3,2027-02-11,,PLANNED,
PAI-01523,Milestone 4,2027-08-20,,PLANNED,
PAI-01523,Milestone 5,2028-02-26,,PLANNED,
PAI-01523,Milestone 6,2028-09-03,,PLANNED,
PAI-01523,Milestone 7,2029-03-12,,PLANNED,
PAI-01523,Milestone 8,2029-09-18,,PLANNED,
PAI-01524,Milestone 1,2025-12-27,2026-01-31,COMPLETED,35.0
PAI-01524,Milestone 2,2026-08-05,,PLANNED,
PAI-01524,Milestone 3,2027-03-14,,PLANNED,
PAI-01524,Milestone 4,2027-10-21,,PLANNED,
PAI-01524,Milestone 5,2028-05-29,,PLANNED,
PAI-01525,Milestone 1,2025-10-08,2026-01-12,COMPLETED,96.0
PAI-01525,Milestone 2,2026-01-05,2026-02-09,COMPLETED,35.0
PAI-01525,Milestone 3,2026-04-04,,PLANNED,
PAI-01525,Milestone 4,2026-07-02,,PLANNED,
PAI-01525,Milestone 5,2026-09-29,,PLANNED,
PAI-01525,Milestone 6,2026-12-27,,PLANNED,
PAI-01525,Milestone 7,2027-03-26,,PLANNED,
PAI-01526,Milestone 1,2024-09-17,2025-02-09,COMPLETED,145.0
PAI-01526,Milestone 2,2025-06-09,2025-08-02,DELAYED,54.0
PAI-01526,Milestone 3,2026-03-01,,PLANNED,
PAI-01526,Milestone 4,2026-11-20,,PLANNED,
PAI-01526,Milestone 5,2027-08-12,,PLANNED,
PAI-01527,Milestone 1,2025-11-24,2025-11-24,COMPLETED,0.0
PAI-01527,Milestone 2,2026-04-11,2026-04-11,COMPLETED,0.0
PAI-01527,Milestone 3,2026-08-26,,PLANNED,
PAI-01527,Milestone 4,2027-01-11,,PLANNED,
PAI-01527,Milestone 5,2027-05-28,,PLANNED,
PAI-01528,Milestone 1,2025-01-05,2025-03-24,COMPLETED,78.0
PAI-01528,Milestone 2,2025-05-13,2025-09-03,DELAYED,113.0
PAI-01528,Milestone 3,2025-09-18,2025-11-09,COMPLETED,52.0
PAI-01528,Milestone 4,2026-01-24,2026-04-06,COMPLETED,72.0
PAI-01528,Milestone 5,2026-06-01,,PLANNED,
PAI-01528,Milestone 6,2026-10-07,,PLANNED,
PAI-01528,Milestone 7,2027-02-12,,PLANNED,
PAI-01528,Milestone 8,2027-06-20,,PLANNED,
PAI-01529,Milestone 1,2023-12-29,2024-02-16,COMPLETED,49.0
PAI-01529,Milestone 2,2024-03-23,2024-03-23,COMPLETED,0.0
PAI-01529,Milestone 3,2024-06-16,2024-06-16,COMPLETED,0.0
PAI-01529,Milestone 4,2024-09-09,2024-09-09,DELAYED,0.0
PAI-01529,Milestone 5,2024-12-04,2024-12-04,COMPLETED,0.0
PAI-01529,Milestone 6,2025-02-27,2025-02-27,COMPLETED,0.0
PAI-01529,Milestone 7,2025-05-23,2025-08-12,COMPLETED,81.0
PAI-01529,Milestone 8,2025-08-16,2025-08-16,COMPLETED,0.0
PAI-01530,Milestone 1,2024-05-08,2024-06-26,COMPLETED,49.0
PAI-01530,Milestone 2,2024-11-10,2024-11-13,COMPLETED,3.0
PAI-01530,Milestone 3,2025-05-15,2025-06-14,COMPLETED,30.0
PAI-01530,Milestone 4,2025-11-17,2026-01-31,COMPLETED,75.0
PAI-01530,Milestone 5,2026-05-22,,PLANNED,
PAI-01531,Milestone 1,2024-02-15,2024-02-15,COMPLETED,0.0
PAI-01531,Milestone 2,2024-05-25,2024-06-11,COMPLETED,17.0
PAI-01531,Milestone 3,2024-09-02,2024-09-02,COMPLETED,0.0
PAI-01531,Milestone 4,2024-12-11,2024-12-11,COMPLETED,0.0
PAI-01531,Milestone 5,2025-03-22,2025-03-22,COMPLETED,0.0
PAI-01531,Milestone 6,2025-06-30,2025-06-30,COMPLETED,0.0
PAI-01531,Milestone 7,2025-10-08,2025-12-15,COMPLETED,68.0
PAI-01531,Milestone 8,2026-01-16,2026-02-05,COMPLETED,20.0
PAI-01532,Milestone 1,2025-05-02,2025-06-06,COMPLETED,35.0
PAI-01532,Milestone 2,2025-10-27,2025-11-19,COMPLETED,23.0
PAI-01532,Milestone 3,2026-04-23,2026-04-29,COMPLETED,6.0
PAI-01532,Milestone 4,2026-10-17,,PLANNED,
PAI-01532,Milestone 5,2027-04-13,,PLANNED,
PAI-01532,Milestone 6,2027-10-08,,PLANNED,
PAI-01533,Milestone 1,2026-01-01,2026-01-31,DELAYED,30.0
PAI-01533,Milestone 2,2026-06-18,,PLANNED,
PAI-01533,Milestone 3,2026-12-03,,PLANNED,
PAI-01533,Milestone 4,2027-05-20,,PLANNED,
PAI-01533,Milestone 5,2027-11-05,,PLANNED,
PAI-01533,Milestone 6,2028-04-21,,PLANNED,
PAI-01533,Milestone 7,2028-10-06,,PLANNED,
PAI-01533,Milestone 8,2029-03-23,,PLANNED,
PAI-01534,Milestone 1,2024-08-03,2024-10-20,COMPLETED,78.0
PAI-01534,Milestone 2,2025-03-10,2025-04-14,COMPLETED,35.0
PAI-01534,Milestone 3,2025-10-15,2025-11-28,COMPLETED,44.0
PAI-01534,Milestone 4,2026-05-23,,PLANNED,
PAI-01534,Milestone 5,2026-12-28,,PLANNED,
PAI-01534,Milestone 6,2027-08-04,,PLANNED,
PAI-01534,Milestone 7,2028-03-10,,PLANNED,
PAI-01535,Milestone 1,2026-04-30,,PLANNED,
PAI-01535,Milestone 2,2026-08-05,,PLANNED,
PAI-01535,Milestone 3,2026-11-11,,PLANNED,
PAI-01535,Milestone 4,2027-02-16,,PLANNED,
PAI-01535,Milestone 5,2027-05-25,,PLANNED,
PAI-01535,Milestone 6,2027-08-30,,PLANNED,
PAI-01535,Milestone 7,2027-12-06,,PLANNED,
PAI-01535,Milestone 8,2028-03-12,,PLANNED,
PAI-01536,Milestone 1,2025-08-25,2025-08-27,COMPLETED,2.0
PAI-01536,Milestone 2,2026-02-08,2026-02-08,COMPLETED,0.0
PAI-01536,Milestone 3,2026-07-26,,PLANNED,
PAI-01536,Milestone 4,2027-01-09,,PLANNED,
PAI-01536,Milestone 5,2027-06-25,,PLANNED,
PAI-01536,Milestone 6,2027-12-10,,PLANNED,
PAI-01536,Milestone 7,2028-05-25,,PLANNED,
PAI-01537,Milestone 1,2024-12-18,2025-01-02,COMPLETED,15.0
PAI-01537,Milestone 2,2025-04-21,2025-04-21,COMPLETED,0.0
PAI-01537,Milestone 3,2025-08-23,2025-09-21,COMPLETED,29.0
PAI-01537,Milestone 4,2025-12-25,2026-01-07,COMPLETED,13.0
PAI-01537,Milestone 5,2026-04-28,,PLANNED,
PAI-01537,Milestone 6,2026-08-30,,PLANNED,
PAI-01537,Milestone 7,2027-01-01,,PLANNED,
PAI-01537,Milestone 8,2027-05-05,,PLANNED,
PAI-01538,Milestone 1,2026-04-24,2026-04-24,COMPLETED,0.0
PAI-01538,Milestone 2,2026-10-09,,PLANNED,
PAI-01538,Milestone 3,2027-03-26,,PLANNED,
PAI-01538,Milestone 4,2027-09-09,,PLANNED,
PAI-01538,Milestone 5,2028-02-24,,PLANNED,
PAI-01539,Milestone 1,2025-12-31,2025-12-31,COMPLETED,0.0
PAI-01539,Milestone 2,2026-03-23,2026-03-23,COMPLETED,0.0
PAI-01539,Milestone 3,2026-06-13,,PLANNED,
PAI-01539,Milestone 4,2026-09-03,,PLANNED,
PAI-01539,Milestone 5,2026-11-24,,PLANNED,
PAI-01539,Milestone 6,2027-02-14,,PLANNED,
PAI-01539,Milestone 7,2027-05-07,,PLANNED,
PAI-01539,Milestone 8,2027-07-28,,PLANNED,
PAI-01540,Milestone 1,2024-11-17,2024-11-17,COMPLETED,0.0
PAI-01540,Milestone 2,2025-01-24,2025-01-24,DELAYED,0.0
PAI-01540,Milestone 3,2025-04-02,2025-04-02,COMPLETED,0.0
PAI-01540,Milestone 4,2025-06-09,2025-06-09,COMPLETED,0.0
PAI-01540,Milestone 5,2025-08-16,2025-08-16,COMPLETED,0.0
PAI-01540,Milestone 6,2025-10-23,2025-10-23,DELAYED,0.0
PAI-01540,Milestone 7,2025-12-30,2025-12-30,COMPLETED,0.0
PAI-01540,Milestone 8,2026-03-08,2026-03-08,COMPLETED,0.0
PAI-01541,Milestone 1,2024-12-27,2024-12-27,COMPLETED,0.0
PAI-01541,Milestone 2,2025-06-25,2025-06-25,COMPLETED,0.0
PAI-01541,Milestone 3,2025-12-22,2025-12-27,COMPLETED,5.0
PAI-01541,Milestone 4,2026-06-20,,PLANNED,
PAI-01541,Milestone 5,2026-12-17,,PLANNED,
PAI-01541,Milestone 6,2027-06-15,,PLANNED,
PAI-01542,Milestone 1,2023-12-14,2024-01-13,COMPLETED,30.0
PAI-01542,Milestone 2,2024-07-18,2024-09-14,DELAYED,58.0
PAI-01542,Milestone 3,2025-02-20,2025-03-07,COMPLETED,15.0
PAI-01542,Milestone 4,2025-09-25,2025-11-12,COMPLETED,48.0
PAI-01542,Milestone 5,2026-04-30,,PLANNED,
PAI-01543,Milestone 1,2026-07-06,,PLANNED,
PAI-01543,Milestone 2,2027-02-08,,PLANNED,
PAI-01543,Milestone 3,2027-09-13,,PLANNED,
PAI-01543,Milestone 4,2028-04-17,,PLANNED,
PAI-01543,Milestone 5,2028-11-20,,PLANNED,
PAI-01543,Milestone 6,2029-06-25,,PLANNED,
PAI-01543,Milestone 7,2030-01-28,,PLANNED,
PAI-01544,Milestone 1,2024-08-01,2024-08-01,COMPLETED,0.0
PAI-01544,Milestone 2,2025-01-31,2025-01-31,COMPLETED,0.0
PAI-01544,Milestone 3,2025-08-02,2025-08-02,COMPLETED,0.0
PAI-01544,Milestone 4,2026-02-02,2026-02-02,DELAYED,0.0
PAI-01544,Milestone 5,2026-08-04,,PLANNED,
PAI-01544,Milestone 6,2027-02-03,,PLANNED,
PAI-01544,Milestone 7,2027-08-05,,PLANNED,
PAI-01545,Milestone 1,2025-09-30,2025-10-11,COMPLETED,11.0
PAI-01545,Milestone 2,2026-05-15,,PLANNED,
PAI-01545,Milestone 3,2026-12-28,,PLANNED,
PAI-01545,Milestone 4,2027-08-12,,PLANNED,
PAI-01545,Milestone 5,2028-03-26,,PLANNED,
PAI-01545,Milestone 6,2028-11-08,,PLANNED,
PAI-01546,Milestone 1,2025-06-15,2025-06-15,COMPLETED,0.0
PAI-01546,Milestone 2,2025-10-17,2025-10-17,COMPLETED,0.0
PAI-01546,Milestone 3,2026-02-18,2026-03-21,DELAYED,31.0
PAI-01546,Milestone 4,2026-06-22,,PLANNED,
PAI-01546,Milestone 5,2026-10-24,,PLANNED,
PAI-01546,Milestone 6,2027-02-25,,PLANNED,
PAI-01546,Milestone 7,2027-06-29,,PLANNED,
PAI-01546,Milestone 8,2027-10-31,,PLANNED,
PAI-01547,Milestone 1,2025-03-28,2025-04-14,COMPLETED,17.0
PAI-01547,Milestone 2,2025-08-27,2025-10-04,DELAYED,38.0
PAI-01547,Milestone 3,2026-01-26,2026-03-06,COMPLETED,39.0
PAI-01547,Milestone 4,2026-06-28,,PLANNED,
PAI-01547,Milestone 5,2026-11-27,,PLANNED,
PAI-01547,Milestone 6,2027-04-28,,PLANNED,
PAI-01548,Milestone 1,2023-12-01,2024-02-04,COMPLETED,65.0
PAI-01548,Milestone 2,2024-05-18,2024-06-20,COMPLETED,33.0
PAI-01548,Milestone 3,2024-11-02,2024-12-11,COMPLETED,39.0
PAI-01548,Milestone 4,2025-04-20,2025-05-09,COMPLETED,19.0
PAI-01548,Milestone 5,2025-10-05,2025-10-05,COMPLETED,0.0
PAI-01548,Milestone 6,2026-03-23,,PLANNED,
PAI-01548,Milestone 7,2026-09-07,,PLANNED,
PAI-01549,Milestone 1,2025-12-02,2026-02-06,DELAYED,66.0
PAI-01549,Milestone 2,2026-02-18,2026-02-18,COMPLETED,0.0
PAI-01549,Milestone 3,2026-05-07,,PLANNED,
PAI-01549,Milestone 4,2026-07-24,,PLANNED,
PAI-01549,Milestone 5,2026-10-10,,PLANNED,
PAI-01549,Milestone 6,2026-12-27,,PLANNED,
PAI-01550,Milestone 1,2024-09-23,2024-12-05,COMPLETED,73.0
PAI-01550,Milestone 2,2025-01-21,2025-03-19,COMPLETED,57.0
PAI-01550,Milestone 3,2025-05-22,2025-07-28,COMPLETED,67.0
PAI-01550,Milestone 4,2025-09-19,2025-10-17,DELAYED,28.0
PAI-01550,Milestone 5,2026-01-17,2026-03-06,DELAYED,48.0
PAI-01550,Milestone 6,2026-05-18,,PLANNED,
PAI-01550,Milestone 7,2026-09-15,,PLANNED,
PAI-01551,Milestone 1,2025-01-25,2025-02-15,COMPLETED,21.0
PAI-01551,Milestone 2,2025-08-01,2025-08-30,COMPLETED,29.0
PAI-01551,Milestone 3,2026-02-05,2026-04-07,COMPLETED,61.0
PAI-01551,Milestone 4,2026-08-13,,PLANNED,
PAI-01551,Milestone 5,2027-02-17,,PLANNED,
PAI-01551,Milestone 6,2027-08-24,,PLANNED,
PAI-01552,Milestone 1,2024-11-27,2024-12-26,DELAYED,29.0
PAI-01552,Milestone 2,2025-04-16,2025-04-29,DELAYED,13.0
PAI-01552,Milestone 3,2025-09-03,2025-09-03,DELAYED,0.0
PAI-01552,Milestone 4,2026-01-21,2026-01-21,COMPLETED,0.0
PAI-01552,Milestone 5,2026-06-10,,PLANNED,
PAI-01552,Milestone 6,2026-10-28,,PLANNED,
PAI-01553,Milestone 1,2025-03-06,2025-03-15,COMPLETED,9.0
PAI-01553,Milestone 2,2025-10-10,2025-10-31,COMPLETED,21.0
PAI-01553,Milestone 3,2026-05-17,,PLANNED,
PAI-01553,Milestone 4,2026-12-21,,PLANNED,
PAI-01553,Milestone 5,2027-07-27,,PLANNED,
PAI-01554,Milestone 1,2026-05-11,,PLANNED,
PAI-01554,Milestone 2,2026-09-14,,PLANNED,
PAI-01554,Milestone 3,2027-01-18,,PLANNED,
PAI-01554,Milestone 4,2027-05-24,,PLANNED,
PAI-01554,Milestone 5,2027-09-27,,PLANNED,
PAI-01554,Milestone 6,2028-01-31,,PLANNED,
PAI-01554,Milestone 7,2028-06-05,,PLANNED,
PAI-01554,Milestone 8,2028-10-09,,PLANNED,
PAI-01555,Milestone 1,2024-10-28,2024-10-28,DELAYED,0.0
PAI-01555,Milestone 2,2025-05-05,2025-05-23,COMPLETED,18.0
PAI-01555,Milestone 3,2025-11-11,2025-11-11,COMPLETED,0.0
PAI-01555,Milestone 4,2026-05-19,,PLANNED,
PAI-01555,Milestone 5,2026-11-25,,PLANNED,
PAI-01555,Milestone 6,2027-06-02,,PLANNED,
PAI-01556,Milestone 1,2025-07-06,2025-07-06,COMPLETED,0.0
PAI-01556,Milestone 2,2025-10-07,2025-10-07,COMPLETED,0.0
PAI-01556,Milestone 3,2026-01-08,2026-01-12,COMPLETED,4.0
PAI-01556,Milestone 4,2026-04-11,2026-04-11,COMPLETED,0.0
PAI-01556,Milestone 5,2026-07-13,,PLANNED,
PAI-01557,Milestone 1,2025-10-28,2025-12-30,COMPLETED,63.0
PAI-01557,Milestone 2,2026-08-21,,PLANNED,
PAI-01557,Milestone 3,2027-06-14,,PLANNED,
PAI-01557,Milestone 4,2028-04-06,,PLANNED,
PAI-01557,Milestone 5,2029-01-28,,PLANNED,
PAI-01558,Milestone 1,2025-07-11,2025-07-11,COMPLETED,0.0
PAI-01558,Milestone 2,2025-11-20,2025-11-20,COMPLETED,0.0
PAI-01558,Milestone 3,2026-04-02,2026-04-02,COMPLETED,0.0
PAI-01558,Milestone 4,2026-08-12,,PLANNED,
PAI-01558,Milestone 5,2026-12-23,,PLANNED,
PAI-01558,Milestone 6,2027-05-04,,PLANNED,
PAI-01559,Milestone 1,2026-04-29,,PLANNED,
PAI-01559,Milestone 2,2026-12-27,,PLANNED,
PAI-01559,Milestone 3,2027-08-26,,PLANNED,
PAI-01559,Milestone 4,2028-04-23,,PLANNED,
PAI-01559,Milestone 5,2028-12-21,,PLANNED,
PAI-01560,Milestone 1,2026-05-12,,PLANNED,
PAI-01560,Milestone 2,2026-11-04,,PLANNED,
PAI-01560,Milestone 3,2027-04-30,,PLANNED,
PAI-01560,Milestone 4,2027-10-23,,PLANNED,
PAI-01560,Milestone 5,2028-04-16,,PLANNED,
PAI-01561,Milestone 1,2026-03-22,,PLANNED,
PAI-01561,Milestone 2,2026-10-25,,PLANNED,
PAI-01561,Milestone 3,2027-05-30,,PLANNED,
PAI-01561,Milestone 4,2028-01-02,,PLANNED,
PAI-01561,Milestone 5,2028-08-06,,PLANNED,
PAI-01561,Milestone 6,2029-03-11,,PLANNED,
PAI-01561,Milestone 7,2029-10-14,,PLANNED,
PAI-01562,Milestone 1,2025-06-05,2025-06-05,COMPLETED,0.0
PAI-01562,Milestone 2,2026-01-31,2026-01-31,DELAYED,0.0
PAI-01562,Milestone 3,2026-09-28,,PLANNED,
PAI-01562,Milestone 4,2027-05-26,,PLANNED,
PAI-01562,Milestone 5,2028-01-21,,PLANNED,
PAI-01562,Milestone 6,2028-09-17,,PLANNED,
PAI-01563,Milestone 1,2025-09-13,2025-11-27,COMPLETED,75.0
PAI-01563,Milestone 2,2026-01-29,2026-04-23,COMPLETED,84.0
PAI-01563,Milestone 3,2026-06-17,,PLANNED,
PAI-01563,Milestone 4,2026-11-02,,PLANNED,
PAI-01563,Milestone 5,2027-03-20,,PLANNED,
PAI-01564,Milestone 1,2024-01-20,2024-03-22,COMPLETED,62.0
