quality_event_id,internal_project_id,severity,event_type,description,resolution_status
DQ-00581-17,PAI-00581,MEDIUM,SCHEMA_VALIDATION,Synthetic data-quality event generated for pipeline demonstration.,RESOLVED
DQ-00596-06,PAI-00596,MEDIUM,SUSPICIOUS_OUTLIER,Synthetic data-quality event generated for pipeline demonstration.,OPEN
DQ-00600-10,PAI-00600,LOW,DUPLICATE_CHECK,Synthetic data-quality event generated for pipeline demonstration.,RESOLVED
DQ-00602-05,PAI-00602,MEDIUM,MISSING_VALUE,Synthetic data-quality event generated for pipeline demonstration.,RESOLVED
DQ-00607-02,PAI-00607,MEDIUM,SCHEMA_VALIDATION,Synthetic data-quality event generated for pipeline demonstration.,RESOLVED
DQ-00607-08,PAI-00607,MEDIUM,DUPLICATE_CHECK,Synthetic data-quality event generated for pipeline demonstration.,OPEN
DQ-00608-10,PAI-00608,LOW,DUPLICATE_CHECK,Synthetic data-quality event generated for pipeline demonstration.,OPEN
DQ-00615-16,PAI-00615,LOW,SUSPICIOUS_OUTLIER,Synthetic data-quality event generated for pipeline demonstration.,OPEN
DQ-00619-23,PAI-00619,LOW,SCHEMA_VALIDATION,Synthetic data-quality event generated for pipeline demonstration.,RESOLVED
DQ-00620-04,PAI-00620,LOW,SUSPICIOUS_OUTLIER,Synthetic data-quality event generated for pipeline demonstration.,OPEN
DQ-00626-18,PAI-00626,LOW,MISSING_VALUE,Synthetic data-quality event generated for pipeline demonstration.,OPEN
DQ-00626-20,PAI-00626,MEDIUM,SUSPICIOUS_OUTLIER,Synthetic data-quality event generated for pipeline demonstration.,RESOLVED
DQ-00627-11,PAI-00627,LOW,MISSING_VALUE,Synthetic data-quality event generated for pipeline demonstration.,OPEN
DQ-00628-16,PAI-00628,LOW,DUPLICATE_CHECK,Synthetic data-quality event generated for pipeline demonstration.,OPEN
DQ-00630-13,PAI-00630,LOW,SUSPICIOUS_OUTLIER,Synthetic data-quality event generated for pipeline demonstration.,RESOLVED
DQ-00635-15,PAI-00635,LOW,MISSING_VALUE,Synthetic data-quality event generated for pipeline demonstration.,OPEN
DQ-00638-17,PAI-00638,LOW,DUPLICATE_CHECK,Synthetic data-quality event generated for pipeline demonstration.,OPEN
DQ-00641-20,PAI-00641,LOW,MISSING_VALUE,Synthetic data-quality event generated for pipeline demonstration.,RESOLVED
DQ-00643-06,PAI-00643,LOW,SCHEMA_VALIDATION,Synthetic data-quality event generated for pipeline demonstration.,OPEN
DQ-00644-24,PAI-00644,MEDIUM,DUPLICATE_CHECK,Synthetic data-quality event generated for pipeline demonstration.,OPEN
DQ-00645-11,PAI-00645,MEDIUM,MISSING_VALUE,Synthetic data-quality event generated for pipeline demonstration.,OPEN
DQ-00655-18,PAI-00655,MEDIUM,DUPLICATE_CHECK,Synthetic data-quality event generated for pipeline demonstration.,OPEN
DQ-00657-11,PAI-00657,LOW,SCHEMA_VALIDATION,Synthetic data-quality event generated for pipeline demonstration.,RESOLVED
DQ-00658-07,PAI-00658,MEDIUM,SCHEMA_VALIDATION,Synthetic data-quality event generated for pipeline demonstration.,RESOLVED
DQ-00658-15,PAI-00658,LOW,DUPLICATE_CHECK,Synthetic data-quality event generated for pipeline demonstration.,RESOLVED
DQ-00659-02,PAI-00659,LOW,MISSING_VALUE,Synthetic data-quality event generated for pipeline demonstration.,RESOLVED
DQ-00661-16,PAI-00661,LOW,DUPLICATE_CHECK,Synthetic data-quality event generated for pipeline demonstration.,RESOLVED
DQ-00662-01,PAI-00662,LOW,MISSING_VALUE,Synthetic data-quality event generated for pipeline demonstration.,OPEN
DQ-00666-07,PAI-00666,MEDIUM,SCHEMA_VALIDATION,Synthetic data-quality event generated for pipeline demonstration.,RESOLVED
DQ-00668-22,PAI-00668,LOW,SUSPICIOUS_OUTLIER,Synthetic data-quality event generated for pipeline demonstration.,RESOLVED
DQ-00669-16,PAI-00669,MEDIUM,SCHEMA_VALIDATION,Synthetic data-quality event generated for pipeline demonstration.,RESOLVED
DQ-00672-08,PAI-00672,LOW,DUPLICATE_CHECK,Synthetic data-quality event generated for pipeline demonstration.,OPEN
DQ-00674-11,PAI-00674,LOW,SCHEMA_VALIDATION,Synthetic data-quality event generated for pipeline demonstration.,OPEN
DQ-00675-12,PAI-00675,MEDIUM,MISSING_VALUE,Synthetic data-quality event generated for pipeline demonstration.,RESOLVED
DQ-00677-03,PAI-00677,LOW,SCHEMA_VALIDATION,Synthetic data-quality event generated for pipeline demonstration.,OPEN
DQ-00682-19,PAI-00682,LOW,MISSING_VALUE,Synthetic data-quality event generated for pipeline demonstration.,OPEN
DQ-00683-04,PAI-00683,LOW,SUSPICIOUS_OUTLIER,Synthetic data-quality event generated for pipeline demonstration.,RESOLVED
DQ-00684-10,PAI-00684,LOW,DUPLICATE_CHECK,Synthetic data-quality event generated for pipeline demonstration.,RESOLVED
DQ-00686-13,PAI-00686,MEDIUM,MISSING_VALUE,Synthetic data-quality event generated for pipeline demonstration.,RESOLVED
DQ-00688-19,PAI-00688,MEDIUM,SUSPICIOUS_OUTLIER,Synthetic data-quality event generated for pipeline demonstration.,RESOLVED
DQ-00691-03,PAI-00691,MEDIUM,DUPLICATE_CHECK,Synthetic data-quality event generated for pipeline demonstration.,OPEN
DQ-00702-19,PAI-00702,MEDIUM,MISSING_VALUE,Synthetic data-quality event generated for pipeline demonstration.,OPEN
DQ-00705-06,PAI-00705,LOW,MISSING_VALUE,Synthetic data-quality event generated for pipeline demonstration.,OPEN
DQ-00706-02,PAI-00706,LOW,SCHEMA_VALIDATION,Synthetic data-quality event generated for pipeline demonstration.,OPEN
DQ-00706-15,PAI-00706,LOW,SUSPICIOUS_OUTLIER,Synthetic data-quality event generated for pipeline demonstration.,OPEN
DQ-00707-04,PAI-00707,MEDIUM,SUSPICIOUS_OUTLIER,Synthetic data-quality event generated for pipeline demonstration.,OPEN
DQ-00709-10,PAI-00709,MEDIUM,MISSING_VALUE,Synthetic data-quality event generated for pipeline demonstration.,RESOLVED
DQ-00710-16,PAI-00710,LOW,MISSING_VALUE,Synthetic data-quality event generated for pipeline demonstration.,OPEN
DQ-00714-11,PAI-00714,MEDIUM,SCHEMA_VALIDATION,Synthetic data-quality event generated for pipeline demonstration.,RESOLVED
DQ-00715-24,PAI-00715,MEDIUM,MISSING_VALUE,Synthetic data-quality event generated for pipeline demonstration.,OPEN
DQ-00717-23,PAI-00717,LOW,DUPLICATE_CHECK,Synthetic data-quality event generated for pipeline demonstration.,RESOLVED
DQ-00718-10,PAI-00718,LOW,DUPLICATE_CHECK,Synthetic data-quality event generated for pipeline demonstration.,OPEN
DQ-00724-09,PAI-00724,LOW,SUSPICIOUS_OUTLIER,Synthetic data-quality event generated for pipeline demonstration.,OPEN
DQ-00726-11,PAI-00726,MEDIUM,DUPLICATE_CHECK,Synthetic data-quality event generated for pipeline demonstration.,RESOLVED
DQ-00731-18,PAI-00731,MEDIUM,DUPLICATE_CHECK,Synthetic data-quality event generated for pipeline demonstration.,RESOLVED
DQ-00732-15,PAI-00732,LOW,SUSPICIOUS_OUTLIER,Synthetic data-quality event generated for pipeline demonstration.,OPEN
DQ-00733-07,PAI-00733,MEDIUM,SCHEMA_VALIDATION,Synthetic data-quality event generated for pipeline demonstration.,RESOLVED
DQ-00733-10,PAI-00733,MEDIUM,DUPLICATE_CHECK,Synthetic data-quality event generated for pipeline demonstration.,RESOLVED
DQ-00733-15,PAI-00733,MEDIUM,MISSING_VALUE,Synthetic data-quality event generated for pipeline demonstration.,RESOLVED
DQ-00734-18,PAI-00734,MEDIUM,SUSPICIOUS_OUTLIER,Synthetic data-quality event generated for pipeline demonstration.,OPEN
DQ-00735-22,PAI-00735,LOW,SCHEMA_VALIDATION,Synthetic data-quality event generated for pipeline demonstration.,RESOLVED
DQ-00737-15,PAI-00737,LOW,SUSPICIOUS_OUTLIER,Synthetic data-quality event generated for pipeline demonstration.,RESOLVED
DQ-00738-22,PAI-00738,MEDIUM,DUPLICATE_CHECK,Synthetic data-quality event generated for pipeline demonstration.,RESOLVED
DQ-00745-14,PAI-00745,LOW,SCHEMA_VALIDATION,Synthetic data-quality event generated for pipeline demonstration.,RESOLVED
DQ-00746-15,PAI-00746,MEDIUM,DUPLICATE_CHECK,Synthetic data-quality event generated for pipeline demonstration.,RESOLVED
DQ-00747-09,PAI-00747,LOW,DUPLICATE_CHECK,Synthetic data-quality event generated for pipeline demonstration.,RESOLVED
