milestone_id,internal_project_id,milestone_name,planned_date,actual_date,status,delay_days
MS-00136-04-01,PAI-00136,Milestone 4-1,2024-06-27,2024-08-30,COMPLETED,64
MS-00136-04-02,PAI-00136,Milestone 4-2,2024-06-25,,DELAYED,0
MS-00136-08-01,PAI-00136,Milestone 8-1,2024-09-18,2024-10-13,COMPLETED,25
MS-00136-08-02,PAI-00136,Milestone 8-2,2024-09-10,,DELAYED,0
MS-00136-12-01,PAI-00136,Milestone 12-1,2025-02-02,2025-03-18,COMPLETED,44
MS-00136-12-02,PAI-00136,Milestone 12-2,2025-03-01,,DELAYED,0
MS-00136-16-01,PAI-00136,Milestone 16-1,2025-05-10,,DELAYED,0
MS-00136-16-02,PAI-00136,Milestone 16-2,2025-07-10,2025-08-27,COMPLETED,48
MS-00136-20-01,PAI-00136,Milestone 20-1,2025-11-02,,DELAYED,0
MS-00136-24-01,PAI-00136,Milestone 24-1,2026-02-28,2026-03-19,COMPLETED,19
MS-00137-04-01,PAI-00137,Milestone 4-1,2024-07-04,2024-07-08,COMPLETED,4
MS-00137-04-02,PAI-00137,Milestone 4-2,2024-07-07,2024-07-31,COMPLETED,24
MS-00137-08-01,PAI-00137,Milestone 8-1,2024-10-17,,DELAYED,0
MS-00137-12-01,PAI-00137,Milestone 12-1,2025-02-04,2025-02-04,COMPLETED,0
MS-00137-16-01,PAI-00137,Milestone 16-1,2025-05-25,2025-05-30,COMPLETED,5
MS-00137-16-02,PAI-00137,Milestone 16-2,2025-06-29,2025-07-26,COMPLETED,27
MS-00137-20-01,PAI-00137,Milestone 20-1,2025-10-24,2025-11-01,COMPLETED,8
MS-00137-20-02,PAI-00137,Milestone 20-2,2025-10-31,,DELAYED,0
MS-00137-24-01,PAI-00137,Milestone 24-1,2026-02-11,2026-04-06,COMPLETED,54
MS-00138-04-01,PAI-00138,Milestone 4-1,2024-06-21,2024-07-21,COMPLETED,30
MS-00138-08-01,PAI-00138,Milestone 8-1,2024-10-17,,DELAYED,0
MS-00138-08-02,PAI-00138,Milestone 8-2,2024-09-14,2024-09-24,COMPLETED,10
MS-00138-12-01,PAI-00138,Milestone 12-1,2025-03-07,,DELAYED,0
MS-00138-12-02,PAI-00138,Milestone 12-2,2025-01-25,2025-02-17,COMPLETED,23
MS-00138-16-01,PAI-00138,Milestone 16-1,2025-06-18,2025-06-28,COMPLETED,10
MS-00138-16-02,PAI-00138,Milestone 16-2,2025-06-27,2025-07-06,COMPLETED,9
MS-00138-20-01,PAI-00138,Milestone 20-1,2025-11-03,,DELAYED,0
MS-00138-20-02,PAI-00138,Milestone 20-2,2025-10-30,,DELAYED,0
MS-00138-24-01,PAI-00138,Milestone 24-1,2026-02-08,2026-03-02,COMPLETED,22
MS-00139-04-01,PAI-00139,Milestone 4-1,2024-05-30,,DELAYED,0
MS-00139-04-02,PAI-00139,Milestone 4-2,2024-06-19,2024-06-30,COMPLETED,11
MS-00139-08-01,PAI-00139,Milestone 8-1,2024-09-19,2024-11-28,COMPLETED,70
MS-00139-08-02,PAI-00139,Milestone 8-2,2024-09-24,2024-10-05,COMPLETED,11
MS-00139-12-01,PAI-00139,Milestone 12-1,2025-01-24,2025-02-09,COMPLETED,16
MS-00139-12-02,PAI-00139,Milestone 12-2,2025-01-16,2025-01-27,COMPLETED,11
MS-00139-16-01,PAI-00139,Milestone 16-1,2025-07-03,,DELAYED,0
MS-00139-20-01,PAI-00139,Milestone 20-1,2025-09-28,,DELAYED,0
MS-00139-20-02,PAI-00139,Milestone 20-2,2025-09-24,2025-10-02,COMPLETED,8
MS-00139-24-01,PAI-00139,Milestone 24-1,2026-02-20,2026-03-06,COMPLETED,14
MS-00140-04-01,PAI-00140,Milestone 4-1,2024-07-13,2024-07-14,COMPLETED,1
MS-00140-08-01,PAI-00140,Milestone 8-1,2024-09-16,2024-09-19,COMPLETED,3
MS-00140-12-01,PAI-00140,Milestone 12-1,2025-03-19,2025-05-09,COMPLETED,51
MS-00140-16-01,PAI-00140,Milestone 16-1,2025-06-27,2025-07-11,COMPLETED,14
MS-00140-16-02,PAI-00140,Milestone 16-2,2025-06-17,2025-07-29,COMPLETED,42
MS-00140-20-01,PAI-00140,Milestone 20-1,2025-10-15,2025-10-31,COMPLETED,16
MS-00140-20-02,PAI-00140,Milestone 20-2,2025-10-01,2025-11-16,COMPLETED,46
MS-00140-24-01,PAI-00140,Milestone 24-1,2026-01-10,2026-02-08,COMPLETED,29
MS-00140-24-02,PAI-00140,Milestone 24-2,2026-01-16,,DELAYED,0
MS-00141-04-01,PAI-00141,Milestone 4-1,2024-07-06,,DELAYED,0
MS-00141-04-02,PAI-00141,Milestone 4-2,2024-05-30,,DELAYED,0
MS-00141-08-01,PAI-00141,Milestone 8-1,2024-11-06,2024-11-23,COMPLETED,17
MS-00141-12-01,PAI-00141,Milestone 12-1,2025-03-10,2025-03-27,COMPLETED,17
MS-00141-12-02,PAI-00141,Milestone 12-2,2025-03-16,,DELAYED,0
MS-00141-16-01,PAI-00141,Milestone 16-1,2025-05-17,,DELAYED,0
MS-00141-16-02,PAI-00141,Milestone 16-2,2025-07-05,2025-09-05,COMPLETED,62
MS-00141-20-01,PAI-00141,Milestone 20-1,2025-10-05,,DELAYED,0
MS-00141-20-02,PAI-00141,Milestone 20-2,2025-11-02,2025-11-13,COMPLETED,11
MS-00141-24-01,PAI-00141,Milestone 24-1,2026-02-14,2026-03-16,COMPLETED,30
MS-00142-04-01,PAI-00142,Milestone 4-1,2024-05-31,2024-08-05,COMPLETED,66
MS-00142-08-01,PAI-00142,Milestone 8-1,2024-10-04,2024-11-09,COMPLETED,36
MS-00142-12-01,PAI-00142,Milestone 12-1,2025-02-23,,DELAYED,0
MS-00142-16-01,PAI-00142,Milestone 16-1,2025-06-13,2025-07-31,COMPLETED,48
MS-00142-20-01,PAI-00142,Milestone 20-1,2025-11-18,,DELAYED,0
MS-00142-20-02,PAI-00142,Milestone 20-2,2025-09-13,2025-10-30,COMPLETED,47
MS-00142-24-01,PAI-00142,Milestone 24-1,2026-01-30,2026-03-05,COMPLETED,34
MS-00142-24-02,PAI-00142,Milestone 24-2,2026-02-08,,DELAYED,0
MS-00143-04-01,PAI-00143,Milestone 4-1,2024-07-04,,DELAYED,0
MS-00143-04-02,PAI-00143,Milestone 4-2,2024-05-22,,DELAYED,0
MS-00143-08-01,PAI-00143,Milestone 8-1,2024-09-10,2024-10-29,COMPLETED,49
MS-00143-08-02,PAI-00143,Milestone 8-2,2024-09-27,2024-11-04,COMPLETED,38
MS-00143-12-01,PAI-00143,Milestone 12-1,2025-01-29,,DELAYED,0
MS-00143-16-01,PAI-00143,Milestone 16-1,2025-06-16,2025-08-14,COMPLETED,59
MS-00143-16-02,PAI-00143,Milestone 16-2,2025-05-15,,DELAYED,0
MS-00143-20-01,PAI-00143,Milestone 20-1,2025-11-12,2025-12-28,COMPLETED,46
MS-00143-24-01,PAI-00143,Milestone 24-1,2026-03-04,2026-04-16,COMPLETED,43
MS-00143-24-02,PAI-00143,Milestone 24-2,2026-01-22,2026-03-10,COMPLETED,47
MS-00144-04-01,PAI-00144,Milestone 4-1,2024-06-04,2024-06-04,COMPLETED,0
MS-00144-08-01,PAI-00144,Milestone 8-1,2024-10-24,2024-10-24,COMPLETED,0
MS-00144-12-01,PAI-00144,Milestone 12-1,2025-01-22,2025-01-22,COMPLETED,0
MS-00144-12-02,PAI-00144,Milestone 12-2,2025-01-21,2025-01-21,COMPLETED,0
MS-00144-16-01,PAI-00144,Milestone 16-1,2025-07-15,2025-08-14,COMPLETED,30
MS-00144-16-02,PAI-00144,Milestone 16-2,2025-06-20,2025-06-20,COMPLETED,0
MS-00144-20-01,PAI-00144,Milestone 20-1,2025-11-16,2025-11-22,COMPLETED,6
MS-00144-20-02,PAI-00144,Milestone 20-2,2025-09-25,2025-09-25,COMPLETED,0
MS-00144-24-01,PAI-00144,Milestone 24-1,2026-03-05,2026-03-16,COMPLETED,11
MS-00144-24-02,PAI-00144,Milestone 24-2,2026-03-14,2026-03-22,COMPLETED,8
MS-00145-04-01,PAI-00145,Milestone 4-1,2024-06-09,2024-06-25,COMPLETED,16
MS-00145-08-01,PAI-00145,Milestone 8-1,2024-10-24,2024-11-10,COMPLETED,17
MS-00145-08-02,PAI-00145,Milestone 8-2,2024-10-10,2024-10-24,COMPLETED,14
MS-00145-12-01,PAI-00145,Milestone 12-1,2025-03-03,,DELAYED,0
MS-00145-16-01,PAI-00145,Milestone 16-1,2025-07-10,2025-07-14,COMPLETED,4
MS-00145-16-02,PAI-00145,Milestone 16-2,2025-07-17,2025-07-23,COMPLETED,6
MS-00145-20-01,PAI-00145,Milestone 20-1,2025-10-18,2025-11-01,COMPLETED,14
MS-00145-20-02,PAI-00145,Milestone 20-2,2025-09-27,2025-10-14,COMPLETED,17
MS-00145-24-01,PAI-00145,Milestone 24-1,2026-03-17,,DELAYED,0
MS-00146-04-01,PAI-00146,Milestone 4-1,2024-07-01,2024-08-12,COMPLETED,42
MS-00146-04-02,PAI-00146,Milestone 4-2,2024-06-17,2024-06-17,COMPLETED,0
MS-00146-08-01,PAI-00146,Milestone 8-1,2024-11-16,2024-11-16,COMPLETED,0
MS-00146-08-02,PAI-00146,Milestone 8-2,2024-11-17,2024-12-16,COMPLETED,29
MS-00146-12-01,PAI-00146,Milestone 12-1,2025-03-02,2025-03-08,COMPLETED,6
MS-00146-12-02,PAI-00146,Milestone 12-2,2025-02-22,2025-03-06,COMPLETED,12
MS-00146-16-01,PAI-00146,Milestone 16-1,2025-06-22,2025-07-07,COMPLETED,15
MS-00146-16-02,PAI-00146,Milestone 16-2,2025-06-28,,DELAYED,0
MS-00146-20-01,PAI-00146,Milestone 20-1,2025-11-09,,DELAYED,0
MS-00146-20-02,PAI-00146,Milestone 20-2,2025-10-16,,DELAYED,0
MS-00146-24-01,PAI-00146,Milestone 24-1,2026-02-19,,DELAYED,0
MS-00147-04-01,PAI-00147,Milestone 4-1,2024-06-05,,DELAYED,0
MS-00147-08-01,PAI-00147,Milestone 8-1,2024-09-19,,DELAYED,0
MS-00147-12-01,PAI-00147,Milestone 12-1,2025-03-17,2025-04-03,COMPLETED,17
MS-00147-12-02,PAI-00147,Milestone 12-2,2025-02-21,2025-02-21,COMPLETED,0
MS-00147-16-01,PAI-00147,Milestone 16-1,2025-05-18,2025-06-10,COMPLETED,23
MS-00147-20-01,PAI-00147,Milestone 20-1,2025-10-17,2025-11-13,COMPLETED,27
MS-00147-24-01,PAI-00147,Milestone 24-1,2026-01-19,2026-02-16,COMPLETED,28
MS-00148-04-01,PAI-00148,Milestone 4-1,2024-05-17,2024-07-30,COMPLETED,74
MS-00148-04-02,PAI-00148,Milestone 4-2,2024-07-16,2024-08-21,COMPLETED,36
MS-00148-08-01,PAI-00148,Milestone 8-1,2024-09-28,,DELAYED,0
MS-00148-08-02,PAI-00148,Milestone 8-2,2024-10-13,2024-12-13,COMPLETED,61
MS-00148-12-01,PAI-00148,Milestone 12-1,2025-02-13,2025-02-17,COMPLETED,4
MS-00148-12-02,PAI-00148,Milestone 12-2,2025-01-12,,DELAYED,0
MS-00148-16-01,PAI-00148,Milestone 16-1,2025-05-22,2025-06-10,COMPLETED,19
MS-00148-16-02,PAI-00148,Milestone 16-2,2025-05-17,,DELAYED,0
MS-00148-20-01,PAI-00148,Milestone 20-1,2025-10-18,2025-12-18,COMPLETED,61
MS-00148-20-02,PAI-00148,Milestone 20-2,2025-10-17,2025-11-06,COMPLETED,20
MS-00148-24-01,PAI-00148,Milestone 24-1,2026-01-26,,DELAYED,0
MS-00148-24-02,PAI-00148,Milestone 24-2,2026-03-15,2026-04-02,COMPLETED,18
MS-00149-04-01,PAI-00149,Milestone 4-1,2024-06-03,2024-06-03,COMPLETED,0
MS-00149-04-02,PAI-00149,Milestone 4-2,2024-06-03,2024-07-06,COMPLETED,33
MS-00149-08-01,PAI-00149,Milestone 8-1,2024-09-15,2024-09-15,COMPLETED,0
MS-00149-08-02,PAI-00149,Milestone 8-2,2024-10-05,2024-10-05,COMPLETED,0
MS-00149-12-01,PAI-00149,Milestone 12-1,2025-03-19,2025-04-06,COMPLETED,18
MS-00149-12-02,PAI-00149,Milestone 12-2,2025-02-26,2025-02-26,COMPLETED,0
MS-00149-16-01,PAI-00149,Milestone 16-1,2025-07-02,2025-07-13,COMPLETED,11
MS-00149-16-02,PAI-00149,Milestone 16-2,2025-06-30,2025-08-05,COMPLETED,36
MS-00149-20-01,PAI-00149,Milestone 20-1,2025-10-08,2025-10-20,COMPLETED,12
MS-00149-24-01,PAI-00149,Milestone 24-1,2026-02-22,,DELAYED,0
MS-00149-24-02,PAI-00149,Milestone 24-2,2026-02-21,2026-03-22,COMPLETED,29
MS-00150-04-01,PAI-00150,Milestone 4-1,2024-05-28,,DELAYED,0
MS-00150-08-01,PAI-00150,Milestone 8-1,2024-11-18,2024-11-24,COMPLETED,6
MS-00150-12-01,PAI-00150,Milestone 12-1,2025-01-12,2025-01-12,COMPLETED,0
MS-00150-12-02,PAI-00150,Milestone 12-2,2025-02-24,,DELAYED,0
MS-00150-16-01,PAI-00150,Milestone 16-1,2025-06-12,2025-07-01,COMPLETED,19
MS-00150-20-01,PAI-00150,Milestone 20-1,2025-11-04,2025-11-06,COMPLETED,2
MS-00150-20-02,PAI-00150,Milestone 20-2,2025-10-14,,DELAYED,0
MS-00150-24-01,PAI-00150,Milestone 24-1,2026-02-07,,DELAYED,0
MS-00151-04-01,PAI-00151,Milestone 4-1,2024-07-10,2024-07-10,COMPLETED,0
MS-00151-04-02,PAI-00151,Milestone 4-2,2024-05-25,,DELAYED,0
MS-00151-08-01,PAI-00151,Milestone 8-1,2024-10-03,2024-11-07,COMPLETED,35
MS-00151-08-02,PAI-00151,Milestone 8-2,2024-09-10,2024-09-15,COMPLETED,5
MS-00151-12-01,PAI-00151,Milestone 12-1,2025-02-03,2025-03-08,COMPLETED,33
MS-00151-16-01,PAI-00151,Milestone 16-1,2025-07-01,2025-07-01,COMPLETED,0
MS-00151-16-02,PAI-00151,Milestone 16-2,2025-06-09,2025-06-28,COMPLETED,19
MS-00151-20-01,PAI-00151,Milestone 20-1,2025-09-23,2025-09-23,COMPLETED,0
MS-00151-20-02,PAI-00151,Milestone 20-2,2025-10-03,2025-11-11,COMPLETED,39
MS-00151-24-01,PAI-00151,Milestone 24-1,2026-03-17,,DELAYED,0
MS-00152-04-01,PAI-00152,Milestone 4-1,2024-06-15,2024-07-24,COMPLETED,39
MS-00152-04-02,PAI-00152,Milestone 4-2,2024-07-03,,DELAYED,0
MS-00152-08-01,PAI-00152,Milestone 8-1,2024-10-18,,DELAYED,0
MS-00152-12-01,PAI-00152,Milestone 12-1,2025-02-13,2025-02-17,COMPLETED,4
MS-00152-16-01,PAI-00152,Milestone 16-1,2025-07-03,,DELAYED,0
MS-00152-20-01,PAI-00152,Milestone 20-1,2025-09-22,,DELAYED,0
MS-00152-24-01,PAI-00152,Milestone 24-1,2026-02-20,2026-03-24,COMPLETED,32
MS-00153-04-01,PAI-00153,Milestone 4-1,2024-06-28,,DELAYED,0
MS-00153-04-02,PAI-00153,Milestone 4-2,2024-06-23,2024-07-02,COMPLETED,9
MS-00153-08-01,PAI-00153,Milestone 8-1,2024-09-19,2024-09-19,COMPLETED,0
MS-00153-08-02,PAI-00153,Milestone 8-2,2024-09-10,,DELAYED,0
MS-00153-12-01,PAI-00153,Milestone 12-1,2025-02-09,2025-03-04,COMPLETED,23
MS-00153-16-01,PAI-00153,Milestone 16-1,2025-05-11,2025-06-24,COMPLETED,44
MS-00153-16-02,PAI-00153,Milestone 16-2,2025-05-30,2025-06-28,COMPLETED,29
MS-00153-20-01,PAI-00153,Milestone 20-1,2025-11-13,2025-12-09,COMPLETED,26
MS-00153-20-02,PAI-00153,Milestone 20-2,2025-09-28,2025-10-26,COMPLETED,28
MS-00153-24-01,PAI-00153,Milestone 24-1,2026-03-05,2026-03-05,COMPLETED,0
MS-00153-24-02,PAI-00153,Milestone 24-2,2026-01-29,2026-03-09,COMPLETED,39
MS-00154-04-01,PAI-00154,Milestone 4-1,2024-05-16,2024-05-16,COMPLETED,0
MS-00154-04-02,PAI-00154,Milestone 4-2,2024-06-15,2024-08-08,COMPLETED,54
MS-00154-08-01,PAI-00154,Milestone 8-1,2024-09-24,2024-10-09,COMPLETED,15
MS-00154-12-01,PAI-00154,Milestone 12-1,2025-01-31,,DELAYED,0
MS-00154-16-01,PAI-00154,Milestone 16-1,2025-05-10,2025-06-23,COMPLETED,44
MS-00154-20-01,PAI-00154,Milestone 20-1,2025-10-02,2025-10-07,COMPLETED,5
MS-00154-24-01,PAI-00154,Milestone 24-1,2026-01-26,2026-03-19,COMPLETED,52
MS-00155-04-01,PAI-00155,Milestone 4-1,2024-05-31,2024-05-31,COMPLETED,0
MS-00155-08-01,PAI-00155,Milestone 8-1,2024-10-02,,DELAYED,0
MS-00155-12-01,PAI-00155,Milestone 12-1,2025-02-11,,DELAYED,0
MS-00155-12-02,PAI-00155,Milestone 12-2,2025-01-12,2025-02-14,COMPLETED,33
MS-00155-16-01,PAI-00155,Milestone 16-1,2025-05-13,2025-06-10,COMPLETED,28
MS-00155-20-01,PAI-00155,Milestone 20-1,2025-11-03,,DELAYED,0
MS-00155-24-01,PAI-00155,Milestone 24-1,2026-01-15,,DELAYED,0
MS-00156-04-01,PAI-00156,Milestone 4-1,2024-07-11,,DELAYED,0
MS-00156-04-02,PAI-00156,Milestone 4-2,2024-06-23,2024-08-13,COMPLETED,51
MS-00156-08-01,PAI-00156,Milestone 8-1,2024-09-25,2024-11-06,COMPLETED,42
MS-00156-08-02,PAI-00156,Milestone 8-2,2024-10-13,,DELAYED,0
MS-00156-12-01,PAI-00156,Milestone 12-1,2025-01-17,2025-03-31,COMPLETED,73
MS-00156-12-02,PAI-00156,Milestone 12-2,2025-02-15,2025-02-17,COMPLETED,2
MS-00156-16-01,PAI-00156,Milestone 16-1,2025-05-10,2025-06-05,COMPLETED,26
MS-00156-20-01,PAI-00156,Milestone 20-1,2025-11-02,2025-12-11,COMPLETED,39
MS-00156-24-01,PAI-00156,Milestone 24-1,2026-02-17,2026-03-03,COMPLETED,14
MS-00157-04-01,PAI-00157,Milestone 4-1,2024-06-08,,DELAYED,0
MS-00157-08-01,PAI-00157,Milestone 8-1,2024-11-13,2025-01-08,COMPLETED,56
MS-00157-08-02,PAI-00157,Milestone 8-2,2024-10-11,,DELAYED,0
MS-00157-12-01,PAI-00157,Milestone 12-1,2025-01-28,,DELAYED,0
MS-00157-16-01,PAI-00157,Milestone 16-1,2025-07-12,2025-08-04,COMPLETED,23
MS-00157-16-02,PAI-00157,Milestone 16-2,2025-06-18,,DELAYED,0
MS-00157-20-01,PAI-00157,Milestone 20-1,2025-10-24,2025-11-26,COMPLETED,33
MS-00157-20-02,PAI-00157,Milestone 20-2,2025-10-31,2025-11-11,COMPLETED,11
MS-00157-24-01,PAI-00157,Milestone 24-1,2026-03-17,2026-04-24,COMPLETED,38
MS-00158-04-01,PAI-00158,Milestone 4-1,2024-06-19,2024-07-17,COMPLETED,28
MS-00158-08-01,PAI-00158,Milestone 8-1,2024-10-09,2024-10-13,COMPLETED,4
MS-00158-08-02,PAI-00158,Milestone 8-2,2024-10-06,2024-10-18,COMPLETED,12
MS-00158-12-01,PAI-00158,Milestone 12-1,2025-01-27,2025-02-19,COMPLETED,23
MS-00158-16-01,PAI-00158,Milestone 16-1,2025-06-29,,DELAYED,0
MS-00158-16-02,PAI-00158,Milestone 16-2,2025-06-13,2025-06-24,COMPLETED,11
MS-00158-20-01,PAI-00158,Milestone 20-1,2025-09-26,2025-10-10,COMPLETED,14
MS-00158-20-02,PAI-00158,Milestone 20-2,2025-10-19,2025-11-09,COMPLETED,21
MS-00158-24-01,PAI-00158,Milestone 24-1,2026-02-04,2026-02-04,COMPLETED,0
MS-00159-04-01,PAI-00159,Milestone 4-1,2024-05-15,2024-05-24,COMPLETED,9
MS-00159-04-02,PAI-00159,Milestone 4-2,2024-05-31,2024-06-01,COMPLETED,1
MS-00159-08-01,PAI-00159,Milestone 8-1,2024-09-23,,DELAYED,0
MS-00159-08-02,PAI-00159,Milestone 8-2,2024-10-26,2024-11-25,COMPLETED,30
MS-00159-12-01,PAI-00159,Milestone 12-1,2025-02-22,2025-03-12,COMPLETED,18
MS-00159-16-01,PAI-00159,Milestone 16-1,2025-06-28,2025-06-28,COMPLETED,0
MS-00159-20-01,PAI-00159,Milestone 20-1,2025-09-12,2025-10-18,COMPLETED,36
MS-00159-24-01,PAI-00159,Milestone 24-1,2026-03-09,2026-03-15,COMPLETED,6
MS-00160-04-01,PAI-00160,Milestone 4-1,2024-07-18,,DELAYED,0
MS-00160-08-01,PAI-00160,Milestone 8-1,2024-11-02,2024-12-29,COMPLETED,57
MS-00160-08-02,PAI-00160,Milestone 8-2,2024-10-04,2024-12-09,COMPLETED,66
MS-00160-12-01,PAI-00160,Milestone 12-1,2025-03-18,2025-04-12,COMPLETED,25
MS-00160-12-02,PAI-00160,Milestone 12-2,2025-02-15,2025-03-21,COMPLETED,34
MS-00160-16-01,PAI-00160,Milestone 16-1,2025-07-09,2025-09-03,COMPLETED,56
MS-00160-16-02,PAI-00160,Milestone 16-2,2025-06-01,2025-07-30,COMPLETED,59
MS-00160-20-01,PAI-00160,Milestone 20-1,2025-10-31,,DELAYED,0
MS-00160-20-02,PAI-00160,Milestone 20-2,2025-11-05,,DELAYED,0
MS-00160-24-01,PAI-00160,Milestone 24-1,2026-02-05,2026-03-26,COMPLETED,49
MS-00161-04-01,PAI-00161,Milestone 4-1,2024-06-02,2024-06-14,COMPLETED,12
MS-00161-08-01,PAI-00161,Milestone 8-1,2024-10-10,,DELAYED,0
MS-00161-12-01,PAI-00161,Milestone 12-1,2025-03-15,2025-05-02,COMPLETED,48
MS-00161-12-02,PAI-00161,Milestone 12-2,2025-02-10,2025-04-12,COMPLETED,61
MS-00161-16-01,PAI-00161,Milestone 16-1,2025-05-21,,DELAYED,0
MS-00161-16-02,PAI-00161,Milestone 16-2,2025-05-16,2025-06-11,COMPLETED,26
MS-00161-20-01,PAI-00161,Milestone 20-1,2025-11-06,2025-11-23,COMPLETED,17
MS-00161-20-02,PAI-00161,Milestone 20-2,2025-10-01,2025-10-28,COMPLETED,27
MS-00161-24-01,PAI-00161,Milestone 24-1,2026-03-12,,DELAYED,0
MS-00162-04-01,PAI-00162,Milestone 4-1,2024-07-11,2024-08-01,COMPLETED,21
MS-00162-04-02,PAI-00162,Milestone 4-2,2024-07-01,2024-07-01,COMPLETED,0
MS-00162-08-01,PAI-00162,Milestone 8-1,2024-10-25,2024-12-20,COMPLETED,56
MS-00162-08-02,PAI-00162,Milestone 8-2,2024-10-11,2024-10-19,COMPLETED,8
MS-00162-12-01,PAI-00162,Milestone 12-1,2025-03-12,2025-04-06,COMPLETED,25
MS-00162-16-01,PAI-00162,Milestone 16-1,2025-06-16,2025-06-24,COMPLETED,8
MS-00162-20-01,PAI-00162,Milestone 20-1,2025-11-17,,DELAYED,0
MS-00162-24-01,PAI-00162,Milestone 24-1,2026-02-19,2026-03-29,COMPLETED,38
MS-00162-24-02,PAI-00162,Milestone 24-2,2026-01-20,,DELAYED,0
MS-00163-04-01,PAI-00163,Milestone 4-1,2024-05-21,2024-06-20,COMPLETED,30
MS-00163-08-01,PAI-00163,Milestone 8-1,2024-09-13,2024-10-26,COMPLETED,43
MS-00163-12-01,PAI-00163,Milestone 12-1,2025-02-10,,DELAYED,0
MS-00163-16-01,PAI-00163,Milestone 16-1,2025-07-05,2025-08-25,COMPLETED,51
MS-00163-20-01,PAI-00163,Milestone 20-1,2025-09-17,,DELAYED,0
MS-00163-24-01,PAI-00163,Milestone 24-1,2026-01-11,2026-01-11,COMPLETED,0
MS-00163-24-02,PAI-00163,Milestone 24-2,2026-02-21,2026-04-13,COMPLETED,51
MS-00164-04-01,PAI-00164,Milestone 4-1,2024-05-31,,DELAYED,0
MS-00164-08-01,PAI-00164,Milestone 8-1,2024-09-23,,DELAYED,0
MS-00164-12-01,PAI-00164,Milestone 12-1,2025-02-19,2025-02-28,COMPLETED,9
MS-00164-16-01,PAI-00164,Milestone 16-1,2025-06-17,,DELAYED,0
MS-00164-20-01,PAI-00164,Milestone 20-1,2025-09-22,,DELAYED,0
MS-00164-24-01,PAI-00164,Milestone 24-1,2026-02-05,2026-02-27,COMPLETED,22
MS-00165-04-01,PAI-00165,Milestone 4-1,2024-05-27,,DELAYED,0
MS-00165-04-02,PAI-00165,Milestone 4-2,2024-06-21,2024-07-16,COMPLETED,25
MS-00165-08-01,PAI-00165,Milestone 8-1,2024-10-31,2024-11-02,COMPLETED,2
MS-00165-12-01,PAI-00165,Milestone 12-1,2025-01-21,,DELAYED,0
MS-00165-16-01,PAI-00165,Milestone 16-1,2025-05-13,2025-05-28,COMPLETED,15
MS-00165-16-02,PAI-00165,Milestone 16-2,2025-06-29,2025-07-02,COMPLETED,3
MS-00165-20-01,PAI-00165,Milestone 20-1,2025-10-28,2025-11-27,COMPLETED,30
MS-00165-24-01,PAI-00165,Milestone 24-1,2026-01-21,2026-02-11,COMPLETED,21
MS-00165-24-02,PAI-00165,Milestone 24-2,2026-03-07,2026-03-29,COMPLETED,22
MS-00166-04-01,PAI-00166,Milestone 4-1,2024-05-22,2024-05-22,COMPLETED,0
MS-00166-04-02,PAI-00166,Milestone 4-2,2024-06-27,2024-06-30,COMPLETED,3
MS-00166-08-01,PAI-00166,Milestone 8-1,2024-09-15,2024-10-10,COMPLETED,25
MS-00166-12-01,PAI-00166,Milestone 12-1,2025-02-09,2025-02-13,COMPLETED,4
MS-00166-16-01,PAI-00166,Milestone 16-1,2025-05-22,2025-05-22,COMPLETED,0
MS-00166-20-01,PAI-00166,Milestone 20-1,2025-10-23,2025-10-23,COMPLETED,0
MS-00166-24-01,PAI-00166,Milestone 24-1,2026-03-20,,DELAYED,0
MS-00167-04-01,PAI-00167,Milestone 4-1,2024-07-14,2024-08-30,COMPLETED,47
MS-00167-04-02,PAI-00167,Milestone 4-2,2024-05-27,2024-07-04,COMPLETED,38
MS-00167-08-01,PAI-00167,Milestone 8-1,2024-11-13,2024-12-21,COMPLETED,38
MS-00167-08-02,PAI-00167,Milestone 8-2,2024-10-26,,DELAYED,0
MS-00167-12-01,PAI-00167,Milestone 12-1,2025-01-15,,DELAYED,0
MS-00167-16-01,PAI-00167,Milestone 16-1,2025-07-03,2025-08-18,COMPLETED,46
MS-00167-16-02,PAI-00167,Milestone 16-2,2025-05-10,,DELAYED,0
MS-00167-20-01,PAI-00167,Milestone 20-1,2025-09-11,2025-11-18,COMPLETED,68
MS-00167-20-02,PAI-00167,Milestone 20-2,2025-10-16,,DELAYED,0
MS-00167-24-01,PAI-00167,Milestone 24-1,2026-03-17,2026-03-17,COMPLETED,0
MS-00167-24-02,PAI-00167,Milestone 24-2,2026-03-14,2026-05-14,COMPLETED,61
MS-00168-04-01,PAI-00168,Milestone 4-1,2024-06-16,2024-06-24,COMPLETED,8
MS-00168-04-02,PAI-00168,Milestone 4-2,2024-06-03,,DELAYED,0
MS-00168-08-01,PAI-00168,Milestone 8-1,2024-11-04,,DELAYED,0
MS-00168-08-02,PAI-00168,Milestone 8-2,2024-09-19,2024-09-19,COMPLETED,0
MS-00168-12-01,PAI-00168,Milestone 12-1,2025-02-13,2025-02-21,COMPLETED,8
MS-00168-16-01,PAI-00168,Milestone 16-1,2025-06-06,2025-06-06,COMPLETED,0
MS-00168-16-02,PAI-00168,Milestone 16-2,2025-07-08,2025-07-31,COMPLETED,23
MS-00168-20-01,PAI-00168,Milestone 20-1,2025-10-31,2025-11-26,COMPLETED,26
